LOCATION,SUBJECT,TIME,yields
BRA,WHEAT,2007,5884
BRA,WHEAT,2008,5026.2
BRA,WHEAT,2009,5881.605
BRA,WHEAT,2010,5788.6
BRA,WHEAT,2011,4379.5
BRA,WHEAT,2012,5527.9
BRA,WHEAT,2013,5971.1
BRA,WHEAT,2014,5534.9
BRA,WHEAT,2015,5534.9
BRA,WHEAT,2016,6726.8
BRA,WHEAT,2017,4263.5
BRA,WHEAT,2018,5427.6
BRA,WHEAT,2019,5154.7
BRA,WHEAT,2020,6354.8
BRA,WHEAT,2021,5791.983
ZAF,WHEAT,1990,1709
ZAF,WHEAT,1991,2142
ZAF,WHEAT,1992,1324
ZAF,WHEAT,1993,1984
ZAF,WHEAT,1994,1840
ZAF,WHEAT,1995,1977
ZAF,WHEAT,1996,2712
ZAF,WHEAT,1997,2429
ZAF,WHEAT,1998,1892
ZAF,WHEAT,1999,1725
ZAF,WHEAT,2000,2428
ZAF,WHEAT,2001,2504
ZAF,WHEAT,2002,2438
ZAF,WHEAT,2003,1547
ZAF,WHEAT,2004,1680
ZAF,WHEAT,2005,1905
ZAF,WHEAT,2006,2105
ZAF,WHEAT,2007,1905
ZAF,WHEAT,2008,2172
ZAF,WHEAT,2009,1967
ZAF,WHEAT,2010,1436
ZAF,WHEAT,2011,2013
ZAF,WHEAT,2012,1879
ZAF,WHEAT,2013,1879
ZAF,WHEAT,2014,1759
ZAF,WHEAT,2015,1449
ZAF,WHEAT,2016,1910
ZAF,WHEAT,2017,1535
ZAF,WHEAT,2018,1868
ZAF,WHEAT,2019,1535
ZAF,WHEAT,2020,2147.9
ZAF,WHEAT,2021,2079.509
MEX,SOYBEAN,1990,575
MEX,SOYBEAN,1991,724.969
MEX,SOYBEAN,1992,593.54
MEX,SOYBEAN,1993,497.566
MEX,SOYBEAN,1994,522.583
MEX,SOYBEAN,1995,189.774
MEX,SOYBEAN,1996,56.074
MEX,SOYBEAN,1997,184.526
MEX,SOYBEAN,1998,150.3
MEX,SOYBEAN,1999,132.819
MEX,SOYBEAN,2000,102.4
MEX,SOYBEAN,2001,121.8
MEX,SOYBEAN,2002,86.5
MEX,SOYBEAN,2003,126.006
MEX,SOYBEAN,2004,133.347
MEX,SOYBEAN,2005,187.017
MEX,SOYBEAN,2006,81.113
MEX,SOYBEAN,2007,88.371
MEX,SOYBEAN,2008,153.022
MEX,SOYBEAN,2009,120.942
MEX,SOYBEAN,2010,167.666
MEX,SOYBEAN,2011,205.234
MEX,SOYBEAN,2012,247.5
MEX,SOYBEAN,2013,239.248
MEX,SOYBEAN,2014,387.366
MEX,SOYBEAN,2015,341.088
MEX,SOYBEAN,2016,509.114
MEX,SOYBEAN,2017,432.928
MEX,SOYBEAN,2018,324.011
MEX,SOYBEAN,2019,244.446
MEX,SOYBEAN,2020,268.411
MEX,SOYBEAN,2021,351.5
CAN,SOYBEAN,1990,1262.1
CAN,SOYBEAN,1991,1459.9
CAN,SOYBEAN,1992,1453.3
CAN,SOYBEAN,1993,1944.9
CAN,SOYBEAN,1994,2253.7
CAN,SOYBEAN,1995,2297.5
CAN,SOYBEAN,1996,2169.5
CAN,SOYBEAN,1997,2737.7
CAN,SOYBEAN,1998,2736.6
CAN,SOYBEAN,1999,2780.9
CAN,SOYBEAN,2000,2703
CAN,SOYBEAN,2001,1635.2
CAN,SOYBEAN,2002,2335.7
CAN,SOYBEAN,2003,2273.3
CAN,SOYBEAN,2004,3043.9
CAN,SOYBEAN,2005,3155.6
CAN,SOYBEAN,2006,3465.5
CAN,SOYBEAN,2007,2695.7
CAN,SOYBEAN,2008,3335.9
CAN,SOYBEAN,2009,3581.6
CAN,SOYBEAN,2010,4444.6
CAN,SOYBEAN,2011,4466.5
CAN,SOYBEAN,2012,5086.4
CAN,SOYBEAN,2013,5355.9
CAN,SOYBEAN,2014,6044.8
CAN,SOYBEAN,2015,6456.3
CAN,SOYBEAN,2016,6596.5
CAN,SOYBEAN,2017,7716.6
CAN,SOYBEAN,2018,7416.6
CAN,SOYBEAN,2019,6145
CAN,SOYBEAN,2020,6358.548
CAN,SOYBEAN,2021,7253.465
PAK,SOYBEAN,1990,0
PAK,SOYBEAN,1991,1.327
PAK,SOYBEAN,1992,2.355
PAK,SOYBEAN,1993,5.268
PAK,SOYBEAN,1994,7.228
PAK,SOYBEAN,1995,2.694
PAK,SOYBEAN,1996,7.311
PAK,SOYBEAN,1997,9
PAK,SOYBEAN,1998,9
PAK,SOYBEAN,1999,9
PAK,SOYBEAN,2000,9
PAK,SOYBEAN,2001,9
PAK,SOYBEAN,2002,9
PAK,SOYBEAN,2003,9
PAK,SOYBEAN,2004,9
PAK,SOYBEAN,2005,9
PAK,SOYBEAN,2006,9
PAK,SOYBEAN,2007,9
PAK,SOYBEAN,2008,9
PAK,SOYBEAN,2009,9
PAK,SOYBEAN,2010,9
PAK,SOYBEAN,2011,9
PAK,SOYBEAN,2012,4
PAK,SOYBEAN,2013,4
PAK,SOYBEAN,2014,10
PAK,SOYBEAN,2015,4
PAK,SOYBEAN,2016,2
PAK,SOYBEAN,2017,2
PAK,SOYBEAN,2018,2
PAK,SOYBEAN,2019,2
PAK,SOYBEAN,2020,2
PAK,SOYBEAN,2021,2.09
BRICS,SOYBEAN,1990,20135.93
BRICS,SOYBEAN,1991,35934.3
BRICS,SOYBEAN,1992,39323.191
BRICS,SOYBEAN,1993,46550.825
BRICS,SOYBEAN,1994,43600.772
BRICS,SOYBEAN,1995,42030.114
BRICS,SOYBEAN,1996,45224.529
BRICS,SOYBEAN,1997,51728.436
BRICS,SOYBEAN,1998,51713.031
BRICS,SOYBEAN,1999,52264.996
BRICS,SOYBEAN,2000,59342.554
BRICS,SOYBEAN,2001,63233.535
BRICS,SOYBEAN,2002,73449.03
BRICS,SOYBEAN,2003,72596.177
BRICS,SOYBEAN,2004,77362.836
BRICS,SOYBEAN,2005,80606.198
BRICS,SOYBEAN,2006,84437.336
BRICS,SOYBEAN,2007,84568.296
BRICS,SOYBEAN,2008,83649.496
BRICS,SOYBEAN,2009,95334.939
BRICS,SOYBEAN,2010,105266.001
BRICS,SOYBEAN,2011,95946.021
BRICS,SOYBEAN,2012,112065.606
BRICS,SOYBEAN,2013,112809.762
BRICS,SOYBEAN,2014,122839.775
BRICS,SOYBEAN,2015,120601.165
BRICS,SOYBEAN,2016,145873.79
BRICS,SOYBEAN,2017,154682.321
BRICS,SOYBEAN,2018,155822.903
BRICS,SOYBEAN,2019,161189.501
BRICS,SOYBEAN,2020,170696.906
BRICS,SOYBEAN,2021,172700.804
MYS,SOYBEAN,1990,0
MYS,SOYBEAN,1991,0.001
MYS,SOYBEAN,1992,0.001
MYS,SOYBEAN,1993,0.001
MYS,SOYBEAN,1994,0.001
MYS,SOYBEAN,1995,0.001
MYS,SOYBEAN,1996,0.001
MYS,SOYBEAN,1997,0.001
MYS,SOYBEAN,1998,0.001
MYS,SOYBEAN,1999,0.001
MYS,SOYBEAN,2000,0.001
MYS,SOYBEAN,2001,0.001
MYS,SOYBEAN,2002,0.001
MYS,SOYBEAN,2003,0.001
MYS,SOYBEAN,2004,0.001
MYS,SOYBEAN,2005,0.001
MYS,SOYBEAN,2006,0.001
MYS,SOYBEAN,2007,0.001
MYS,SOYBEAN,2008,0.001
MYS,SOYBEAN,2009,0.001
MYS,SOYBEAN,2010,0.001
MYS,SOYBEAN,2011,0.001
MYS,SOYBEAN,2012,0.001
MYS,SOYBEAN,2013,0.001
MYS,SOYBEAN,2014,0.001
MYS,SOYBEAN,2015,0.001
MYS,SOYBEAN,2016,0.001
MYS,SOYBEAN,2017,0.001
MYS,SOYBEAN,2018,0.001
MYS,SOYBEAN,2019,0.001
MYS,SOYBEAN,2020,0.001
MYS,SOYBEAN,2021,0.001
RUS,SOYBEAN,1990,717.33
RUS,SOYBEAN,1991,622.2
RUS,SOYBEAN,1992,505.36
RUS,SOYBEAN,1993,496.79
RUS,SOYBEAN,1994,421.54
RUS,SOYBEAN,1995,290.24
RUS,SOYBEAN,1996,282.893
RUS,SOYBEAN,1997,279.536
RUS,SOYBEAN,1998,295.031
RUS,SOYBEAN,1999,334.396
RUS,SOYBEAN,2000,341.754
RUS,SOYBEAN,2001,349.635
RUS,SOYBEAN,2002,422.53
RUS,SOYBEAN,2003,392.477
RUS,SOYBEAN,2004,554.236
RUS,SOYBEAN,2005,686.098
RUS,SOYBEAN,2006,804.536
RUS,SOYBEAN,2007,650.596
RUS,SOYBEAN,2008,746.996
RUS,SOYBEAN,2009,945.739
RUS,SOYBEAN,2010,1225.701
RUS,SOYBEAN,2011,1763.021
RUS,SOYBEAN,2012,1811.206
RUS,SOYBEAN,2013,1638.962
RUS,SOYBEAN,2014,2604.775
RUS,SOYBEAN,2015,2898.56
RUS,SOYBEAN,2016,3351.118
RUS,SOYBEAN,2017,3893.76
RUS,SOYBEAN,2018,4329.703
RUS,SOYBEAN,2019,4359.701
RUS,SOYBEAN,2020,4282.706
RUS,SOYBEAN,2021,4250.009
SAU,SOYBEAN,1990,0
SAU,SOYBEAN,1991,0
SAU,SOYBEAN,1992,0
SAU,SOYBEAN,1993,0
SAU,SOYBEAN,1994,0
SAU,SOYBEAN,1995,0
SAU,SOYBEAN,1996,0
SAU,SOYBEAN,1997,0
SAU,SOYBEAN,1998,0
SAU,SOYBEAN,1999,0
SAU,SOYBEAN,2000,0
SAU,SOYBEAN,2001,0
SAU,SOYBEAN,2002,0
SAU,SOYBEAN,2003,0
SAU,SOYBEAN,2004,0
SAU,SOYBEAN,2005,0
SAU,SOYBEAN,2006,0
SAU,SOYBEAN,2007,0
SAU,SOYBEAN,2008,0
SAU,SOYBEAN,2009,0
SAU,SOYBEAN,2010,0
SAU,SOYBEAN,2011,0
SAU,SOYBEAN,2012,0
SAU,SOYBEAN,2013,0
SAU,SOYBEAN,2014,0
SAU,SOYBEAN,2015,0
SAU,SOYBEAN,2016,0
SAU,SOYBEAN,2017,0
SAU,SOYBEAN,2018,0
SAU,SOYBEAN,2019,0
SAU,SOYBEAN,2020,0
SAU,SOYBEAN,2021,0
PRY,SOYBEAN,1990,0
PRY,SOYBEAN,1991,1617.94
PRY,SOYBEAN,1992,1793.54
PRY,SOYBEAN,1993,1795.79
PRY,SOYBEAN,1994,2212.11
PRY,SOYBEAN,1995,2394.79
PRY,SOYBEAN,1996,2771
PRY,SOYBEAN,1997,2856
PRY,SOYBEAN,1998,3053
PRY,SOYBEAN,1999,2980
PRY,SOYBEAN,2000,3511
PRY,SOYBEAN,2001,3300
PRY,SOYBEAN,2002,4205
PRY,SOYBEAN,2003,4120
PRY,SOYBEAN,2004,4050
PRY,SOYBEAN,2005,3920
PRY,SOYBEAN,2006,6200
PRY,SOYBEAN,2007,7200
PRY,SOYBEAN,2008,4153
PRY,SOYBEAN,2009,7100
PRY,SOYBEAN,2010,8373
PRY,SOYBEAN,2011,4040
PRY,SOYBEAN,2012,8202
PRY,SOYBEAN,2013,9000
PRY,SOYBEAN,2014,8600
PRY,SOYBEAN,2015,9400
PRY,SOYBEAN,2016,10050
PRY,SOYBEAN,2017,9950
PRY,SOYBEAN,2018,8700
PRY,SOYBEAN,2019,10550
PRY,SOYBEAN,2020,10000
PRY,SOYBEAN,2021,10253.112
USA,MAIZE,1990,201539.468
USA,MAIZE,1991,189879.95
USA,MAIZE,1992,240734.754
USA,MAIZE,1993,160947.072
USA,MAIZE,1994,256625.991
USA,MAIZE,1995,187314.348
USA,MAIZE,1996,234523.965
USA,MAIZE,1997,233871.134
USA,MAIZE,1998,247887.957
USA,MAIZE,1999,239558.641
USA,MAIZE,2000,251863.37
USA,MAIZE,2001,241395.206
USA,MAIZE,2002,228821.216
USA,MAIZE,2003,256915.828
USA,MAIZE,2004,299921.414
USA,MAIZE,2005,282267.024
USA,MAIZE,2006,267610.07
USA,MAIZE,2007,332105.748
USA,MAIZE,2008,307389.602
USA,MAIZE,2009,332562.984
USA,MAIZE,2010,316178.694
USA,MAIZE,2011,313968.72
USA,MAIZE,2012,273198.51
USA,MAIZE,2013,351284.258
USA,MAIZE,2014,361114.832
USA,MAIZE,2015,345518.004
USA,MAIZE,2016,384789.496
USA,MAIZE,2017,370970.808
USA,MAIZE,2018,364264.68
USA,MAIZE,2019,345975.24
USA,MAIZE,2020,360251.164
USA,MAIZE,2021,368645.787
EGY,MAIZE,1990,4799
EGY,MAIZE,1991,5122
EGY,MAIZE,1992,5069
EGY,MAIZE,1993,5039
EGY,MAIZE,1994,5112
EGY,MAIZE,1995,4535
EGY,MAIZE,1996,5165
EGY,MAIZE,1997,5806
EGY,MAIZE,1998,6337
EGY,MAIZE,1999,6143
EGY,MAIZE,2000,6474
EGY,MAIZE,2001,6842
EGY,MAIZE,2002,6357
EGY,MAIZE,2003,6530
EGY,MAIZE,2004,6236
EGY,MAIZE,2005,7698
EGY,MAIZE,2006,6374
EGY,MAIZE,2007,6243
EGY,MAIZE,2008,7401
EGY,MAIZE,2009,7686
EGY,MAIZE,2010,7041
EGY,MAIZE,2011,6876
EGY,MAIZE,2012,8094
EGY,MAIZE,2013,7957
EGY,MAIZE,2014,8060
EGY,MAIZE,2015,7803
EGY,MAIZE,2016,7818
EGY,MAIZE,2017,8542
EGY,MAIZE,2018,7300
EGY,MAIZE,2019,7450
EGY,MAIZE,2020,7500
EGY,MAIZE,2021,7329.415
WLD,SOYBEAN,1990,88719.319
WLD,SOYBEAN,1991,111629.137
WLD,SOYBEAN,1992,120441.27
WLD,SOYBEAN,1993,119556.899
WLD,SOYBEAN,1994,135464.767
WLD,SOYBEAN,1995,124676.144
WLD,SOYBEAN,1996,132251.422
WLD,SOYBEAN,1997,155884.768
WLD,SOYBEAN,1998,159273.93
WLD,SOYBEAN,1999,157124.317
WLD,SOYBEAN,2000,174196.589
WLD,SOYBEAN,2001,183628.963
WLD,SOYBEAN,2002,196598.971
WLD,SOYBEAN,2003,184386.532
WLD,SOYBEAN,2004,215280.648
WLD,SOYBEAN,2005,219917.205
WLD,SOYBEAN,2006,237525.782
WLD,SOYBEAN,2007,221435.235
WLD,SOYBEAN,2008,220769.719
WLD,SOYBEAN,2009,261926.56
WLD,SOYBEAN,2010,268865.4
WLD,SOYBEAN,2011,250764.645
WLD,SOYBEAN,2012,271439.52
WLD,SOYBEAN,2013,286966.057
WLD,SOYBEAN,2014,322686.689
WLD,SOYBEAN,2015,319139.842
WLD,SOYBEAN,2016,352315.946
WLD,SOYBEAN,2017,346372.697
WLD,SOYBEAN,2018,365511.573
WLD,SOYBEAN,2019,339540.898
WLD,SOYBEAN,2020,363345.273
WLD,SOYBEAN,2021,372859.29
IND,SOYBEAN,1990,0
IND,SOYBEAN,1991,2492
IND,SOYBEAN,1992,3390
IND,SOYBEAN,1993,4745.2
IND,SOYBEAN,1994,3931
IND,SOYBEAN,1995,4993
IND,SOYBEAN,1996,5209
IND,SOYBEAN,1997,5150
IND,SOYBEAN,1998,5300
IND,SOYBEAN,1999,5160
IND,SOYBEAN,2000,5010
IND,SOYBEAN,2001,5350
IND,SOYBEAN,2002,4300
IND,SOYBEAN,2003,6880
IND,SOYBEAN,2004,6880
IND,SOYBEAN,2005,8270
IND,SOYBEAN,2006,8850
IND,SOYBEAN,2007,10970
IND,SOYBEAN,2008,9910
IND,SOYBEAN,2009,9960
IND,SOYBEAN,2010,12740
IND,SOYBEAN,2011,12210
IND,SOYBEAN,2012,14670
IND,SOYBEAN,2013,11860
IND,SOYBEAN,2014,10374
IND,SOYBEAN,2015,8570
IND,SOYBEAN,2016,13159
IND,SOYBEAN,2017,10934
IND,SOYBEAN,2018,13268
IND,SOYBEAN,2019,11215
IND,SOYBEAN,2020,12600
IND,SOYBEAN,2021,12826.021
CHN,SOYBEAN,1990,0
CHN,SOYBEAN,1991,9710
CHN,SOYBEAN,1992,10300
CHN,SOYBEAN,1993,15307
CHN,SOYBEAN,1994,16000
CHN,SOYBEAN,1995,13500
CHN,SOYBEAN,1996,13220
CHN,SOYBEAN,1997,14728
CHN,SOYBEAN,1998,15152
CHN,SOYBEAN,1999,14251
CHN,SOYBEAN,2000,15410
CHN,SOYBEAN,2001,15407
CHN,SOYBEAN,2002,16507
CHN,SOYBEAN,2003,15394
CHN,SOYBEAN,2004,17404
CHN,SOYBEAN,2005,16350
CHN,SOYBEAN,2006,15967
CHN,SOYBEAN,2007,12725
CHN,SOYBEAN,2008,15545
CHN,SOYBEAN,2009,15225
CHN,SOYBEAN,2010,15410
CHN,SOYBEAN,2011,14880
CHN,SOYBEAN,2012,13435
CHN,SOYBEAN,2013,12405
CHN,SOYBEAN,2014,12685
CHN,SOYBEAN,2015,12365
CHN,SOYBEAN,2016,13595
CHN,SOYBEAN,2017,15280
CHN,SOYBEAN,2018,15967.1
CHN,SOYBEAN,2019,18100
CHN,SOYBEAN,2020,19600
CHN,SOYBEAN,2021,19991.315
ZAF,SOYBEAN,1990,0
ZAF,SOYBEAN,1991,68
ZAF,SOYBEAN,1992,68.631
ZAF,SOYBEAN,1993,67.735
ZAF,SOYBEAN,1994,58.532
ZAF,SOYBEAN,1995,80
ZAF,SOYBEAN,1996,120
ZAF,SOYBEAN,1997,201
ZAF,SOYBEAN,1998,201
ZAF,SOYBEAN,1999,175
ZAF,SOYBEAN,2000,149
ZAF,SOYBEAN,2001,210
ZAF,SOYBEAN,2002,202
ZAF,SOYBEAN,2003,137
ZAF,SOYBEAN,2004,220
ZAF,SOYBEAN,2005,273
ZAF,SOYBEAN,2006,424
ZAF,SOYBEAN,2007,205
ZAF,SOYBEAN,2008,282
ZAF,SOYBEAN,2009,516
ZAF,SOYBEAN,2010,566
ZAF,SOYBEAN,2011,710
ZAF,SOYBEAN,2012,650
ZAF,SOYBEAN,2013,785
ZAF,SOYBEAN,2014,948
ZAF,SOYBEAN,2015,1070
ZAF,SOYBEAN,2016,742
ZAF,SOYBEAN,2017,1316
ZAF,SOYBEAN,2018,1540
ZAF,SOYBEAN,2019,1170
ZAF,SOYBEAN,2020,1261
ZAF,SOYBEAN,2021,1337.157
COL,MAIZE,1990,1213
COL,MAIZE,1991,1274
COL,MAIZE,1992,1056
COL,MAIZE,1993,1130
COL,MAIZE,1994,1161
COL,MAIZE,1995,1020
COL,MAIZE,1996,967
COL,MAIZE,1997,978
COL,MAIZE,1998,755
COL,MAIZE,1999,960
COL,MAIZE,2000,1204
COL,MAIZE,2001,1192
COL,MAIZE,2002,1132
COL,MAIZE,2003,1513.9
COL,MAIZE,2004,1623.2
COL,MAIZE,2005,1588.3
COL,MAIZE,2006,1531.1
COL,MAIZE,2007,1733.2
COL,MAIZE,2008,1726.5
COL,MAIZE,2009,1560.3
COL,MAIZE,2010,1421.8
COL,MAIZE,2011,1719.7
COL,MAIZE,2012,1872.8
COL,MAIZE,2013,1779
COL,MAIZE,2014,1803
COL,MAIZE,2015,1471
COL,MAIZE,2016,1295.1
COL,MAIZE,2017,1578.914
COL,MAIZE,2018,1500
COL,MAIZE,2019,1550
COL,MAIZE,2020,1430
COL,MAIZE,2021,1626.396
BRA,SOYBEAN,1990,19418.6
BRA,SOYBEAN,1991,23042.1
BRA,SOYBEAN,1992,25059.2
BRA,SOYBEAN,1993,25934.1
BRA,SOYBEAN,1994,23189.7
BRA,SOYBEAN,1995,23166.874
BRA,SOYBEAN,1996,26392.636
BRA,SOYBEAN,1997,31369.9
BRA,SOYBEAN,1998,30765
BRA,SOYBEAN,1999,32344.6
BRA,SOYBEAN,2000,38431.8
BRA,SOYBEAN,2001,41916.9
BRA,SOYBEAN,2002,52017.5
BRA,SOYBEAN,2003,49792.7
BRA,SOYBEAN,2004,52304.6
BRA,SOYBEAN,2005,55027.1
BRA,SOYBEAN,2006,58391.8
BRA,SOYBEAN,2007,60017.7
BRA,SOYBEAN,2008,57165.5
BRA,SOYBEAN,2009,68688.2
BRA,SOYBEAN,2010,75324.3
BRA,SOYBEAN,2011,66383
BRA,SOYBEAN,2012,81499.4
BRA,SOYBEAN,2013,86120.8
BRA,SOYBEAN,2014,96228
BRA,SOYBEAN,2015,95697.605
BRA,SOYBEAN,2016,115026.672
BRA,SOYBEAN,2017,123258.561
BRA,SOYBEAN,2018,120718.1
BRA,SOYBEAN,2019,126344.8
BRA,SOYBEAN,2020,132953.2
BRA,SOYBEAN,2021,134296.302
ISR,SOYBEAN,1990,0
ISR,SOYBEAN,1991,0
ISR,SOYBEAN,1992,0
ISR,SOYBEAN,1993,0
ISR,SOYBEAN,1994,0
ISR,SOYBEAN,1995,0
ISR,SOYBEAN,1996,0
ISR,SOYBEAN,1997,0
ISR,SOYBEAN,1998,0
ISR,SOYBEAN,1999,0
ISR,SOYBEAN,2000,0
ISR,SOYBEAN,2001,0
ISR,SOYBEAN,2002,0
ISR,SOYBEAN,2003,0
ISR,SOYBEAN,2004,0
ISR,SOYBEAN,2005,0
ISR,SOYBEAN,2006,0
ISR,SOYBEAN,2007,0
ISR,SOYBEAN,2008,0
ISR,SOYBEAN,2009,0
ISR,SOYBEAN,2010,0
ISR,SOYBEAN,2011,0
ISR,SOYBEAN,2012,0
ISR,SOYBEAN,2013,0
ISR,SOYBEAN,2014,0
ISR,SOYBEAN,2015,0
ISR,SOYBEAN,2016,0
ISR,SOYBEAN,2017,0
ISR,SOYBEAN,2018,0
ISR,SOYBEAN,2019,0
ISR,SOYBEAN,2020,0
ISR,SOYBEAN,2021,0
CHE,SOYBEAN,1990,2.611
CHE,SOYBEAN,1991,3.621
CHE,SOYBEAN,1992,4.743
CHE,SOYBEAN,1993,4.121
CHE,SOYBEAN,1994,4.663
CHE,SOYBEAN,1995,4.848
CHE,SOYBEAN,1996,4.733
CHE,SOYBEAN,1997,6.197
CHE,SOYBEAN,1998,7.514
CHE,SOYBEAN,1999,7.553
CHE,SOYBEAN,2000,3.75
CHE,SOYBEAN,2001,1.25
CHE,SOYBEAN,2002,4.86
CHE,SOYBEAN,2003,5.9
CHE,SOYBEAN,2004,7.1
CHE,SOYBEAN,2005,4
CHE,SOYBEAN,2006,3
CHE,SOYBEAN,2007,2.6
CHE,SOYBEAN,2008,2.9
CHE,SOYBEAN,2009,3
CHE,SOYBEAN,2010,3.1
CHE,SOYBEAN,2011,3.3
CHE,SOYBEAN,2012,3.05
CHE,SOYBEAN,2013,3.553
CHE,SOYBEAN,2014,3.882
CHE,SOYBEAN,2015,4.054
CHE,SOYBEAN,2016,4.5
CHE,SOYBEAN,2017,5.642
CHE,SOYBEAN,2018,3.74
CHE,SOYBEAN,2019,5.35
CHE,SOYBEAN,2020,5.93
CHE,SOYBEAN,2021,6.031
CHL,SOYBEAN,1990,0
CHL,SOYBEAN,1991,0
CHL,SOYBEAN,1992,0
CHL,SOYBEAN,1993,0
CHL,SOYBEAN,1994,0
CHL,SOYBEAN,1995,0
CHL,SOYBEAN,1996,0
CHL,SOYBEAN,1997,0
CHL,SOYBEAN,1998,0
CHL,SOYBEAN,1999,0
CHL,SOYBEAN,2000,0
CHL,SOYBEAN,2001,0
CHL,SOYBEAN,2002,0
CHL,SOYBEAN,2003,0
CHL,SOYBEAN,2004,0
CHL,SOYBEAN,2005,0
CHL,SOYBEAN,2006,0
CHL,SOYBEAN,2007,0
CHL,SOYBEAN,2008,0
CHL,SOYBEAN,2009,0
CHL,SOYBEAN,2010,0
CHL,SOYBEAN,2011,0
CHL,SOYBEAN,2012,0
CHL,SOYBEAN,2013,0
CHL,SOYBEAN,2014,0
CHL,SOYBEAN,2015,0
CHL,SOYBEAN,2016,0
CHL,SOYBEAN,2017,0
CHL,SOYBEAN,2018,0
CHL,SOYBEAN,2019,0
CHL,SOYBEAN,2020,0
CHL,SOYBEAN,2021,0
TUR,MAIZE,1990,2100
TUR,MAIZE,1991,2180
TUR,MAIZE,1992,2225
TUR,MAIZE,1993,2500
TUR,MAIZE,1994,1850
TUR,MAIZE,1995,1900
TUR,MAIZE,1996,2000
TUR,MAIZE,1997,2080
TUR,MAIZE,1998,2300
TUR,MAIZE,1999,2297
TUR,MAIZE,2000,2300
TUR,MAIZE,2001,2200
TUR,MAIZE,2002,2100
TUR,MAIZE,2003,2800
TUR,MAIZE,2004,3000
TUR,MAIZE,2005,4200
TUR,MAIZE,2006,3811
TUR,MAIZE,2007,3535
TUR,MAIZE,2008,4274
TUR,MAIZE,2009,4250
TUR,MAIZE,2010,4310
TUR,MAIZE,2011,4200
TUR,MAIZE,2012,4600
TUR,MAIZE,2013,5900
TUR,MAIZE,2014,5950
TUR,MAIZE,2015,6400
TUR,MAIZE,2016,6400
TUR,MAIZE,2017,5900
TUR,MAIZE,2018,5700
TUR,MAIZE,2019,6000
TUR,MAIZE,2020,6031
TUR,MAIZE,2021,6655.862
ARG,MAIZE,1990,7685
ARG,MAIZE,1991,10701
ARG,MAIZE,1992,10901
ARG,MAIZE,1993,10360
ARG,MAIZE,1994,11404
ARG,MAIZE,1995,10518
ARG,MAIZE,1996,15537
ARG,MAIZE,1997,19361
ARG,MAIZE,1998,13504
ARG,MAIZE,1999,16781
ARG,MAIZE,2000,15359
ARG,MAIZE,2001,14712
ARG,MAIZE,2002,15045
ARG,MAIZE,2003,14951
ARG,MAIZE,2004,20483
ARG,MAIZE,2005,14446
ARG,MAIZE,2006,21755
ARG,MAIZE,2007,22017
ARG,MAIZE,2008,13121
ARG,MAIZE,2009,22677
ARG,MAIZE,2010,23800
ARG,MAIZE,2011,21197
ARG,MAIZE,2012,32100
ARG,MAIZE,2013,33000
ARG,MAIZE,2014,33800
ARG,MAIZE,2015,39800
ARG,MAIZE,2016,49500
ARG,MAIZE,2017,43460
ARG,MAIZE,2018,57000
ARG,MAIZE,2019,58500
ARG,MAIZE,2020,60255
ARG,MAIZE,2021,57200.217
PER,MAIZE,1990,660
PER,MAIZE,1991,520
PER,MAIZE,1992,772
PER,MAIZE,1993,725
PER,MAIZE,1994,715
PER,MAIZE,1995,810
PER,MAIZE,1996,826
PER,MAIZE,1997,933
PER,MAIZE,1998,1059
PER,MAIZE,1999,1241
PER,MAIZE,2000,1311
PER,MAIZE,2001,1291
PER,MAIZE,2002,1354
PER,MAIZE,2003,1200
PER,MAIZE,2004,1243
PER,MAIZE,2005,1269
PER,MAIZE,2006,1362
PER,MAIZE,2007,1481
PER,MAIZE,2008,1560
PER,MAIZE,2009,1541
PER,MAIZE,2010,1516
PER,MAIZE,2011,1674
PER,MAIZE,2012,1671.35
PER,MAIZE,2013,1530
PER,MAIZE,2014,1746
PER,MAIZE,2015,1510
PER,MAIZE,2016,1482.3
PER,MAIZE,2017,1568.5
PER,MAIZE,2018,1546.8
PER,MAIZE,2019,1480
PER,MAIZE,2020,1502.317
PER,MAIZE,2021,1590.732
IRN,SOYBEAN,1990,0
IRN,SOYBEAN,1991,69
IRN,SOYBEAN,1992,100
IRN,SOYBEAN,1993,130
IRN,SOYBEAN,1994,235
IRN,SOYBEAN,1995,79
IRN,SOYBEAN,1996,66
IRN,SOYBEAN,1997,142
IRN,SOYBEAN,1998,138
IRN,SOYBEAN,1999,80.439
IRN,SOYBEAN,2000,142
IRN,SOYBEAN,2001,130
IRN,SOYBEAN,2002,113.9
IRN,SOYBEAN,2003,130
IRN,SOYBEAN,2004,160
IRN,SOYBEAN,2005,200
IRN,SOYBEAN,2006,210
IRN,SOYBEAN,2007,200
IRN,SOYBEAN,2008,250
IRN,SOYBEAN,2009,190
IRN,SOYBEAN,2010,165
IRN,SOYBEAN,2011,170
IRN,SOYBEAN,2012,174
IRN,SOYBEAN,2013,174
IRN,SOYBEAN,2014,180
IRN,SOYBEAN,2015,190
IRN,SOYBEAN,2016,197
IRN,SOYBEAN,2017,200
IRN,SOYBEAN,2018,210
IRN,SOYBEAN,2019,210
IRN,SOYBEAN,2020,220
IRN,SOYBEAN,2021,221.504
MEX,MAIZE,1990,14635
