country,age,time,childhood
CHE,AGE_5,2017,98.375
CHE,AGE_5,2018,98.447
CHE,AGE_5,2019,98.388
CHE,AGE_5,2020,98.256
TUR,AGE_3,2005,2.4
TUR,AGE_3,2010,4.128
TUR,AGE_3,2011,4.221
TUR,AGE_3,2012,4.61
TUR,AGE_3,2013,7.343
TUR,AGE_3,2014,7.75
TUR,AGE_3,2015,9.106
TUR,AGE_3,2016,8.975
TUR,AGE_3,2017,10.119
TUR,AGE_3,2018,10.411
TUR,AGE_3,2019,10.691
TUR,AGE_3,2020,10.528
TUR,AGE_4,2005,5.033
TUR,AGE_4,2010,16.513
TUR,AGE_4,2011,19.156
TUR,AGE_4,2012,19.227
TUR,AGE_4,2013,35.597
TUR,AGE_4,2014,32.205
TUR,AGE_4,2015,32.364
TUR,AGE_4,2016,33.56
TUR,AGE_4,2017,36.615
TUR,AGE_4,2018,39.306
TUR,AGE_4,2019,39.467
TUR,AGE_4,2020,34.152
TUR,AGE_5,2005,31.785
TUR,AGE_5,2010,61.226
TUR,AGE_5,2011,67.371
TUR,AGE_5,2012,69.585
TUR,AGE_5,2013,73.758
TUR,AGE_5,2014,70.557
TUR,AGE_5,2015,72.067
TUR,AGE_5,2016,69.688
TUR,AGE_5,2017,73.429
TUR,AGE_5,2018,80.118
TUR,AGE_5,2019,80.45
TUR,AGE_5,2020,80.951
GBR,AGE_3,2013,96.779
GBR,AGE_3,2014,83.292
GBR,AGE_3,2015,100
GBR,AGE_3,2016,100
GBR,AGE_3,2017,100
GBR,AGE_3,2018,100
GBR,AGE_3,2019,100
GBR,AGE_3,2020,100
GBR,AGE_4,2013,95.888
GBR,AGE_4,2014,98.197
GBR,AGE_4,2015,100
GBR,AGE_4,2016,100
GBR,AGE_4,2017,100
GBR,AGE_4,2018,100
GBR,AGE_4,2019,100
GBR,AGE_4,2020,100
GBR,AGE_5,2005,100
GBR,AGE_5,2010,98.77
GBR,AGE_5,2011,97.429
GBR,AGE_5,2012,96.078
GBR,AGE_5,2013,97.082
GBR,AGE_5,2014,98.572
GBR,AGE_5,2015,97.552
GBR,AGE_5,2016,97.333
GBR,AGE_5,2017,96.931
GBR,AGE_5,2018,97.06
GBR,AGE_5,2019,96.44
GBR,AGE_5,2020,95.623
BRA,AGE_3,2012,45.135
BRA,AGE_3,2013,48.156
BRA,AGE_3,2014,50.744
BRA,AGE_3,2015,53.623
BRA,AGE_3,2016,55.122
BRA,AGE_3,2017,56.281
BRA,AGE_3,2018,57.388
BRA,AGE_3,2019,59.051
BRA,AGE_3,2020,55.685
BRA,AGE_4,2012,69.764
BRA,AGE_4,2013,70.664
BRA,AGE_4,2014,73.869
BRA,AGE_4,2015,74.899
BRA,AGE_4,2016,79.989
BRA,AGE_4,2017,79.733
BRA,AGE_4,2018,78.975
BRA,AGE_4,2019,79.43
BRA,AGE_4,2020,78.815
BRA,AGE_5,2012,83.522
BRA,AGE_5,2013,83.503
BRA,AGE_5,2014,86.491
BRA,AGE_5,2015,85.666
BRA,AGE_5,2016,90.718
BRA,AGE_5,2017,90.785
BRA,AGE_5,2018,92.363
BRA,AGE_5,2019,93.161
BRA,AGE_5,2020,92.891
CHL,AGE_3,2010,47.064
CHL,AGE_3,2011,47.42
CHL,AGE_3,2012,50.169
CHL,AGE_3,2013,50.526
CHL,AGE_3,2014,53.606
CHL,AGE_3,2015,55.113
CHL,AGE_3,2016,56.086
CHL,AGE_3,2017,57.832
CHL,AGE_3,2018,58.221
CHL,AGE_3,2019,57.457
CHL,AGE_3,2020,54.967
CHL,AGE_4,2010,79.695
CHL,AGE_4,2011,79.737
CHL,AGE_4,2012,81.493
CHL,AGE_4,2013,82.7
CHL,AGE_4,2014,83.339
CHL,AGE_4,2015,85.522
CHL,AGE_4,2016,85.692
CHL,AGE_4,2017,85.136
CHL,AGE_4,2018,85.334
CHL,AGE_4,2019,85.655
CHL,AGE_4,2020,81.706
CHL,AGE_5,2010,91.142
CHL,AGE_5,2011,90.743
CHL,AGE_5,2012,91.479
CHL,AGE_5,2013,92.25
CHL,AGE_5,2014,93.388
CHL,AGE_5,2015,92.897
CHL,AGE_5,2016,94.386
CHL,AGE_5,2017,94.353
CHL,AGE_5,2018,93.741
CHL,AGE_5,2019,95.648
CHL,AGE_5,2020,94.2
COL,AGE_3,2015,60.325
COL,AGE_3,2016,56.508
COL,AGE_3,2017,60.676
COL,AGE_3,2018,60.04
COL,AGE_3,2019,56.9
COL,AGE_3,2020,58.067
COL,AGE_4,2015,80.685
COL,AGE_4,2016,50.604
COL,AGE_4,2017,71.637
COL,AGE_4,2018,81.345
COL,AGE_4,2019,85.017
COL,AGE_4,2020,83.937
COL,AGE_5,2013,79.458
COL,AGE_5,2014,78.211
COL,AGE_5,2015,94.547
COL,AGE_5,2016,83.325
COL,AGE_5,2017,86.662
COL,AGE_5,2018,97.559
COL,AGE_5,2019,100
COL,AGE_5,2020,100
CRI,AGE_3,2013,5.72
CRI,AGE_3,2014,5.291
CRI,AGE_3,2015,5.326
CRI,AGE_3,2016,5.312
CRI,AGE_3,2017,5.414
CRI,AGE_3,2018,5.607
CRI,AGE_3,2019,5.695
CRI,AGE_3,2020,5.634
CRI,AGE_4,2013,61.832
CRI,AGE_4,2014,63.159
CRI,AGE_4,2015,63.432
CRI,AGE_4,2016,63.978
CRI,AGE_4,2017,63.378
CRI,AGE_4,2018,81.183
CRI,AGE_4,2019,89.636
CRI,AGE_4,2020,90.918
CRI,AGE_5,2013,92.628
CRI,AGE_5,2014,93.413
CRI,AGE_5,2015,90.707
CRI,AGE_5,2016,90.567
CRI,AGE_5,2017,85.34
CRI,AGE_5,2018,92.157
CRI,AGE_5,2019,91.133
CRI,AGE_5,2020,93.926
EST,AGE_3,2005,79.921
EST,AGE_3,2010,87.162
EST,AGE_3,2011,84.914
EST,AGE_3,2012,88.237
EST,AGE_3,2013,87.383
EST,AGE_3,2014,85.982
EST,AGE_3,2015,86.354
EST,AGE_3,2016,87.216
EST,AGE_3,2017,87.075
EST,AGE_3,2018,87.835
EST,AGE_3,2019,87.273
EST,AGE_3,2020,87.909
EST,AGE_4,2005,83.954
EST,AGE_4,2010,89.81
EST,AGE_4,2011,89.376
EST,AGE_4,2012,87.997
EST,AGE_4,2013,90.978
EST,AGE_4,2014,90.826
EST,AGE_4,2015,90.921
EST,AGE_4,2016,91.565
EST,AGE_4,2017,91.674
EST,AGE_4,2018,91.806
EST,AGE_4,2019,92.176
EST,AGE_4,2020,92.401
EST,AGE_5,2005,87.593
EST,AGE_5,2010,89.731
EST,AGE_5,2011,90.156
EST,AGE_5,2012,90.708
EST,AGE_5,2013,88.743
EST,AGE_5,2014,92.122
EST,AGE_5,2015,92.362
EST,AGE_5,2016,92.934
EST,AGE_5,2017,93.342
EST,AGE_5,2018,92.935
EST,AGE_5,2019,93.088
EST,AGE_5,2020,93.611
ISR,AGE_3,2011,86.521
ISR,AGE_3,2012,86.642
ISR,AGE_3,2013,100
ISR,AGE_3,2014,97.552
ISR,AGE_3,2015,100
ISR,AGE_3,2016,100
ISR,AGE_3,2017,100
ISR,AGE_3,2018,100
ISR,AGE_3,2019,100
ISR,AGE_3,2020,100
ISR,AGE_4,2011,93.667
ISR,AGE_4,2012,92.172
ISR,AGE_4,2013,100
ISR,AGE_4,2014,98.195
ISR,AGE_4,2015,98.433
ISR,AGE_4,2016,97.696
ISR,AGE_4,2017,97.952
ISR,AGE_4,2018,98.707
ISR,AGE_4,2019,97.374
ISR,AGE_4,2020,97.917
ISR,AGE_5,2011,97.733
ISR,AGE_5,2012,96.828
ISR,AGE_5,2013,99.256
ISR,AGE_5,2014,97.733
ISR,AGE_5,2015,96.726
ISR,AGE_5,2016,96.769
ISR,AGE_5,2017,96.869
ISR,AGE_5,2018,97.143
ISR,AGE_5,2019,96.926
ISR,AGE_5,2020,96.72
LVA,AGE_3,2005,66.097
LVA,AGE_3,2010,72.619
LVA,AGE_3,2011,77.553
LVA,AGE_3,2012,79.531
LVA,AGE_3,2013,82.608
LVA,AGE_3,2014,86.109
LVA,AGE_3,2015,86.615
LVA,AGE_3,2016,88.641
LVA,AGE_3,2017,89.535
LVA,AGE_3,2018,88.712
LVA,AGE_3,2019,89.092
LVA,AGE_3,2020,88.816
LVA,AGE_4,2005,72.803
LVA,AGE_4,2010,82.108
LVA,AGE_4,2011,85.92
LVA,AGE_4,2012,87.323
LVA,AGE_4,2013,89.33
LVA,AGE_4,2014,90.285
LVA,AGE_4,2015,91.56
LVA,AGE_4,2016,92.571
LVA,AGE_4,2017,93.609
LVA,AGE_4,2018,93.463
LVA,AGE_4,2019,93.334
LVA,AGE_4,2020,93.059
LVA,AGE_5,2005,93.807
LVA,AGE_5,2010,92.547
LVA,AGE_5,2011,95.473
LVA,AGE_5,2012,95.862
LVA,AGE_5,2013,96.258
LVA,AGE_5,2014,95.737
LVA,AGE_5,2015,96.108
LVA,AGE_5,2016,96.787
LVA,AGE_5,2017,97.236
LVA,AGE_5,2018,97.165
LVA,AGE_5,2019,96.883
LVA,AGE_5,2020,96.618
LTU,AGE_3,2000,45.748
LTU,AGE_3,2005,52.632
LTU,AGE_3,2010,67.693
LTU,AGE_3,2011,69.778
LTU,AGE_3,2012,71.409
LTU,AGE_3,2013,74.822
LTU,AGE_3,2014,77.863
LTU,AGE_3,2015,76.994
LTU,AGE_3,2016,78.149
LTU,AGE_3,2017,80.095
LTU,AGE_3,2018,82.942
LTU,AGE_3,2019,84.475
LTU,AGE_3,2020,87.225
LTU,AGE_4,2000,50.95
LTU,AGE_4,2005,57.85
LTU,AGE_4,2010,72.594
LTU,AGE_4,2011,73.185
LTU,AGE_4,2012,74.996
LTU,AGE_4,2013,80.732
LTU,AGE_4,2014,83.257
LTU,AGE_4,2015,85.675
LTU,AGE_4,2016,84.469
LTU,AGE_4,2017,85.509
LTU,AGE_4,2018,86.077
LTU,AGE_4,2019,88.106
LTU,AGE_4,2020,89.621
LTU,AGE_5,2000,56.477
LTU,AGE_5,2005,64.837
LTU,AGE_5,2010,76.809
LTU,AGE_5,2011,77.386
LTU,AGE_5,2012,77.039
LTU,AGE_5,2013,83.257
LTU,AGE_5,2014,86.891
LTU,AGE_5,2015,88.787
LTU,AGE_5,2016,90.477
LTU,AGE_5,2017,89.521
LTU,AGE_5,2018,89.696
LTU,AGE_5,2019,89.754
LTU,AGE_5,2020,91.766
SVN,AGE_3,2005,66.771
SVN,AGE_3,2010,80.599
SVN,AGE_3,2011,82.806
SVN,AGE_3,2012,84.895
SVN,AGE_3,2013,84.323
SVN,AGE_3,2014,82.928
SVN,AGE_3,2015,82.791
SVN,AGE_3,2016,83.836
SVN,AGE_3,2017,85.595
SVN,AGE_3,2018,87.066
SVN,AGE_3,2019,89.085
SVN,AGE_3,2020,89.492
SVN,AGE_4,2005,75.892
SVN,AGE_4,2010,86.991
SVN,AGE_4,2011,88.859
SVN,AGE_4,2012,89.422
SVN,AGE_4,2013,89.029
SVN,AGE_4,2014,88.709
SVN,AGE_4,2015,89.264
SVN,AGE_4,2016,89.692
SVN,AGE_4,2017,90.451
SVN,AGE_4,2018,91.81
SVN,AGE_4,2019,92.529
SVN,AGE_4,2020,93.031
SVN,AGE_5,2005,83.809
SVN,AGE_5,2010,89.98
SVN,AGE_5,2011,90.704
SVN,AGE_5,2012,92.499
SVN,AGE_5,2013,90.677
SVN,AGE_5,2014,90.019
SVN,AGE_5,2015,91.832
SVN,AGE_5,2016,92.141
SVN,AGE_5,2017,93.729
SVN,AGE_5,2018,94.25
SVN,AGE_5,2019,94.647
SVN,AGE_5,2020,95.231
G20,AGE_3,2020,55.354
OAVG,AGE_3,2010,71.691
OAVG,AGE_3,2011,72.501
OAVG,AGE_3,2012,73.393
OAVG,AGE_3,2013,71.176
OAVG,AGE_3,2014,72.248
OAVG,AGE_3,2015,72.828
OAVG,AGE_3,2016,73.787
OAVG,AGE_3,2017,75.944
OAVG,AGE_3,2018,77.261
OAVG,AGE_3,2019,76.442
OAVG,AGE_3,2020,77.041
OAVG,AGE_4,2005,76.12
OAVG,AGE_4,2010,82.017
OAVG,AGE_4,2011,82.84
OAVG,AGE_4,2012,83.564
OAVG,AGE_4,2013,85.315
OAVG,AGE_4,2014,85.94
OAVG,AGE_4,2015,86.608
OAVG,AGE_4,2016,86.472
OAVG,AGE_4,2017,88.266
OAVG,AGE_4,2018,89.823
OAVG,AGE_4,2019,89.805
OAVG,AGE_4,2020,89.823
OAVG,AGE_5,2005,87.627
OAVG,AGE_5,2010,92.33
OAVG,AGE_5,2011,93.227
OAVG,AGE_5,2012,93.939
OAVG,AGE_5,2013,93.807
OAVG,AGE_5,2014,93.675
OAVG,AGE_5,2015,94.253
OAVG,AGE_5,2016,94.167
OAVG,AGE_5,2017,94.381
OAVG,AGE_5,2018,95.482
OAVG,AGE_5,2019,95.789
OAVG,AGE_5,2020,95.814
G20,AGE_4,2020,66.638
G20,AGE_5,2020,74.091
