LOCATION,SUBJECT,TIME,Value
AUS,NOMINAL,1970-Q1,2.458682793
AUS,NOMINAL,1970-Q2,2.519660579
AUS,NOMINAL,1970-Q3,2.583141347
AUS,NOMINAL,1970-Q4,2.648034112
AUS,NOMINAL,1971-Q1,2.7293912
AUS,NOMINAL,1971-Q2,2.806234757
AUS,NOMINAL,1971-Q3,2.888443054
AUS,NOMINAL,1971-Q4,2.981339463
AUS,NOMINAL,1972-Q1,3.051495719
AUS,NOMINAL,1972-Q2,3.116864606
AUS,NOMINAL,1972-Q3,3.205038403
AUS,NOMINAL,1972-Q4,3.361269981
AUS,NOMINAL,1973-Q1,3.459439242
AUS,NOMINAL,1973-Q2,3.671286166
AUS,NOMINAL,1973-Q3,3.980290053
AUS,NOMINAL,1973-Q4,4.237716855
AUS,NOMINAL,1974-Q1,4.511158296
AUS,NOMINAL,1974-Q2,4.663116824
AUS,NOMINAL,1974-Q3,4.742752375
AUS,NOMINAL,1974-Q4,4.843769138
AUS,NOMINAL,1975-Q1,4.927475399
AUS,NOMINAL,1975-Q2,5.120478442
AUS,NOMINAL,1975-Q3,5.304960811
AUS,NOMINAL,1975-Q4,5.45512057
AUS,NOMINAL,1976-Q1,5.636828988
AUS,NOMINAL,1976-Q2,5.749185088
AUS,NOMINAL,1976-Q3,5.798239097
AUS,NOMINAL,1976-Q4,5.99111006
AUS,NOMINAL,1977-Q1,6.105555318
AUS,NOMINAL,1977-Q2,6.218248734
AUS,NOMINAL,1977-Q3,6.306422838
AUS,NOMINAL,1977-Q4,6.441221595
AUS,NOMINAL,1978-Q1,6.559187504
AUS,NOMINAL,1978-Q2,6.490662931
AUS,NOMINAL,1978-Q3,6.602570802
AUS,NOMINAL,1978-Q4,6.708276306
AUS,NOMINAL,1979-Q1,7.00412968
AUS,NOMINAL,1979-Q2,7.375369339
AUS,NOMINAL,1979-Q3,7.638138329
AUS,NOMINAL,1979-Q4,7.824032651
AUS,NOMINAL,1980-Q1,7.919157116
AUS,NOMINAL,1980-Q2,8.226949117
AUS,NOMINAL,1980-Q3,8.625588761
AUS,NOMINAL,1980-Q4,8.966619139
AUS,NOMINAL,1981-Q1,9.45017269
AUS,NOMINAL,1981-Q2,9.633625
AUS,NOMINAL,1981-Q3,9.622253119
AUS,NOMINAL,1981-Q4,10.1247971
AUS,NOMINAL,1982-Q1,9.913503697
AUS,NOMINAL,1982-Q2,10.10834539
AUS,NOMINAL,1982-Q3,10.10815925
AUS,NOMINAL,1982-Q4,10.09011658
AUS,NOMINAL,1983-Q1,10.24498939
AUS,NOMINAL,1983-Q2,10.52050278
AUS,NOMINAL,1983-Q3,10.62524562
AUS,NOMINAL,1983-Q4,11.127807
AUS,NOMINAL,1984-Q1,11.36963115
AUS,NOMINAL,1984-Q2,11.58562798
AUS,NOMINAL,1984-Q3,12.24825819
AUS,NOMINAL,1984-Q4,12.21195105
AUS,NOMINAL,1985-Q1,12.71352151
AUS,NOMINAL,1985-Q2,12.82761211
AUS,NOMINAL,1985-Q3,13.27683097
AUS,NOMINAL,1985-Q4,13.4299649
AUS,NOMINAL,1986-Q1,13.61108377
AUS,NOMINAL,1986-Q2,14.01690269
AUS,NOMINAL,1986-Q3,14.10890187
AUS,NOMINAL,1986-Q4,14.14412319
AUS,NOMINAL,1987-Q1,14.30371819
AUS,NOMINAL,1987-Q2,14.56390622
AUS,NOMINAL,1987-Q3,14.83040807
AUS,NOMINAL,1987-Q4,15.41769636
AUS,NOMINAL,1988-Q1,16.08647606
AUS,NOMINAL,1988-Q2,17.05727829
AUS,NOMINAL,1988-Q3,18.78354351
AUS,NOMINAL,1988-Q4,20.50805733
AUS,NOMINAL,1989-Q1,22.18558492
AUS,NOMINAL,1989-Q2,22.70556484
AUS,NOMINAL,1989-Q3,22.7781934
AUS,NOMINAL,1989-Q4,22.68106767
AUS,NOMINAL,1990-Q1,22.81724145
AUS,NOMINAL,1990-Q2,23.07931283
AUS,NOMINAL,1990-Q3,22.92237591
AUS,NOMINAL,1990-Q4,22.91564609
AUS,NOMINAL,1991-Q1,22.95088036
AUS,NOMINAL,1991-Q2,23.2361566
AUS,NOMINAL,1991-Q3,24.00265939
AUS,NOMINAL,1991-Q4,23.9256445
AUS,NOMINAL,1992-Q1,23.79644906
AUS,NOMINAL,1992-Q2,23.84795075
AUS,NOMINAL,1992-Q3,23.8643631
AUS,NOMINAL,1992-Q4,24.04611001
AUS,NOMINAL,1993-Q1,24.36255209
AUS,NOMINAL,1993-Q2,24.45819951
AUS,NOMINAL,1993-Q3,24.50220483
AUS,NOMINAL,1993-Q4,24.72341428
AUS,NOMINAL,1994-Q1,25.02728178
AUS,NOMINAL,1994-Q2,25.29496721
AUS,NOMINAL,1994-Q3,25.65725018
AUS,NOMINAL,1994-Q4,25.57869702
AUS,NOMINAL,1995-Q1,25.86678721
AUS,NOMINAL,1995-Q2,25.60861082
AUS,NOMINAL,1995-Q3,25.66073658
AUS,NOMINAL,1995-Q4,25.64803669
AUS,NOMINAL,1996-Q1,25.64226887
AUS,NOMINAL,1996-Q2,25.8671408
AUS,NOMINAL,1996-Q3,26.01182318
AUS,NOMINAL,1996-Q4,26.09343772
AUS,NOMINAL,1997-Q1,26.30963687
AUS,NOMINAL,1997-Q2,26.61354119
AUS,NOMINAL,1997-Q3,27.15169399
AUS,NOMINAL,1997-Q4,27.69229487
AUS,NOMINAL,1998-Q1,28.36064743
AUS,NOMINAL,1998-Q2,28.86730353
AUS,NOMINAL,1998-Q3,29.01174899
AUS,NOMINAL,1998-Q4,29.44489331
AUS,NOMINAL,1999-Q1,29.99274607
AUS,NOMINAL,1999-Q2,30.58733328
AUS,NOMINAL,1999-Q3,31.30875033
AUS,NOMINAL,1999-Q4,32.18776094
AUS,NOMINAL,2000-Q1,32.90620137
AUS,NOMINAL,2000-Q2,33.54548741
AUS,NOMINAL,2000-Q3,33.62349331
AUS,NOMINAL,2000-Q4,34.30750897
AUS,NOMINAL,2001-Q1,35.23189202
AUS,NOMINAL,2001-Q2,36.35874739
AUS,NOMINAL,2001-Q3,38.31828123
AUS,NOMINAL,2001-Q4,39.56512855
AUS,NOMINAL,2002-Q1,41.38579239
AUS,NOMINAL,2002-Q2,43.68532646
AUS,NOMINAL,2002-Q3,45.50495789
AUS,NOMINAL,2002-Q4,46.91348109
AUS,NOMINAL,2003-Q1,48.64737468
AUS,NOMINAL,2003-Q2,51.06714441
AUS,NOMINAL,2003-Q3,54.0344476
AUS,NOMINAL,2003-Q4,55.75365996
AUS,NOMINAL,2004-Q1,56.0980002
AUS,NOMINAL,2004-Q2,55.31193785
AUS,NOMINAL,2004-Q3,55.28029832
AUS,NOMINAL,2004-Q4,55.89776363
AUS,NOMINAL,2005-Q1,56.39189624
AUS,NOMINAL,2005-Q2,56.53259223
AUS,NOMINAL,2005-Q3,56.47992921
AUS,NOMINAL,2005-Q4,57.25458232
AUS,NOMINAL,2006-Q1,58.41374757
AUS,NOMINAL,2006-Q2,60.24407969
AUS,NOMINAL,2006-Q3,61.45119495
AUS,NOMINAL,2006-Q4,62.20897778
AUS,NOMINAL,2007-Q1,63.2657122
AUS,NOMINAL,2007-Q2,65.73425023
AUS,NOMINAL,2007-Q3,68.30961309
AUS,NOMINAL,2007-Q4,70.53142448
AUS,NOMINAL,2008-Q1,71.31361087
AUS,NOMINAL,2008-Q2,70.28546288
AUS,NOMINAL,2008-Q3,69.05633326
AUS,NOMINAL,2008-Q4,67.75559299
AUS,NOMINAL,2009-Q1,67.96274712
AUS,NOMINAL,2009-Q2,70.42660855
AUS,NOMINAL,2009-Q3,73.84139762
AUS,NOMINAL,2009-Q4,77.45424672
AUS,NOMINAL,2010-Q1,80.23945504
AUS,NOMINAL,2010-Q2,81.42619358
AUS,NOMINAL,2010-Q3,80.97963346
AUS,NOMINAL,2010-Q4,80.86271792
AUS,NOMINAL,2011-Q1,80.53045492
AUS,NOMINAL,2011-Q2,79.63353949
AUS,NOMINAL,2011-Q3,78.8051242
AUS,NOMINAL,2011-Q4,77.56988139
AUS,NOMINAL,2012-Q1,78.43166763
AUS,NOMINAL,2012-Q2,78.3973967
AUS,NOMINAL,2012-Q3,78.78344066
AUS,NOMINAL,2012-Q4,79.90849501
AUS,NOMINAL,2013-Q1,80.90286272
AUS,NOMINAL,2013-Q2,82.54473507
AUS,NOMINAL,2013-Q3,85.1085219
AUS,NOMINAL,2013-Q4,87.86988032
AUS,NOMINAL,2014-Q1,89.66601242
AUS,NOMINAL,2014-Q2,90.88929075
AUS,NOMINAL,2014-Q3,92.52856227
AUS,NOMINAL,2014-Q4,93.79713457
AUS,NOMINAL,2015-Q1,95.89006825
AUS,NOMINAL,2015-Q2,99.80310149
AUS,NOMINAL,2015-Q3,102.3872447
AUS,NOMINAL,2015-Q4,101.9195856
AUS,NOMINAL,2016-Q1,102.3998652
AUS,NOMINAL,2016-Q2,103.9103715
AUS,NOMINAL,2016-Q3,105.9913271
AUS,NOMINAL,2016-Q4,109.6984362
AUS,NOMINAL,2017-Q1,112.7842906
AUS,NOMINAL,2017-Q2,114.5281628
AUS,NOMINAL,2017-Q3,114.7944343
AUS,NOMINAL,2017-Q4,115.1261123
AUS,NOMINAL,2018-Q1,114.967778
AUS,NOMINAL,2018-Q2,113.8869721
AUS,NOMINAL,2018-Q3,112.6131829
AUS,NOMINAL,2018-Q4,109.187067
AUS,NOMINAL,2019-Q1,106.4158251
AUS,NOMINAL,2019-Q2,105.511806
AUS,NOMINAL,2019-Q3,108.4395526
AUS,NOMINAL,2019-Q4,111.9678163
AUS,NOMINAL,2020-Q1,114.1947144
AUS,NOMINAL,2020-Q2,112.1147635
AUS,NOMINAL,2020-Q3,113.2918148
AUS,NOMINAL,2020-Q4,116.0647073
AUS,NOMINAL,2021-Q1,122.7043049
AUS,NOMINAL,2021-Q2,130.9147019
AUS,NOMINAL,2021-Q3,137.8783444
AUS,NOMINAL,2021-Q4,143.5576488
AUS,RENT,1972-Q3,8.838016615
AUS,RENT,1972-Q4,8.906077953
AUS,RENT,1973-Q1,9.123548227
AUS,RENT,1973-Q2,9.234157315
AUS,RENT,1973-Q3,9.382755104
AUS,RENT,1973-Q4,9.725359037
AUS,RENT,1974-Q1,9.853389212
AUS,RENT,1974-Q2,10.2419537
AUS,RENT,1974-Q3,10.56667159
AUS,RENT,1974-Q4,10.99705271
AUS,RENT,1975-Q1,11.40580355
AUS,RENT,1975-Q2,11.88780217
AUS,RENT,1975-Q3,12.38606794
AUS,RENT,1975-Q4,12.81623241
AUS,RENT,1976-Q1,13.2305311
AUS,RENT,1976-Q2,13.6246394
AUS,RENT,1976-Q3,14.20500839
AUS,RENT,1976-Q4,14.54602806
AUS,RENT,1977-Q1,14.96448388
AUS,RENT,1977-Q2,15.26650803
AUS,RENT,1977-Q3,15.56354865
AUS,RENT,1977-Q4,15.91923716
AUS,RENT,1978-Q1,16.24038095
AUS,RENT,1978-Q2,16.54310775
AUS,RENT,1978-Q3,16.83525161
AUS,RENT,1978-Q4,17.19986805
AUS,RENT,1979-Q1,17.61363926
AUS,RENT,1979-Q2,18.00041936
AUS,RENT,1979-Q3,18.28614152
AUS,RENT,1979-Q4,18.57018891
AUS,RENT,1980-Q1,18.8078103
AUS,RENT,1980-Q2,19.18336621
AUS,RENT,1980-Q3,19.55417005
AUS,RENT,1980-Q4,19.84756311
AUS,RENT,1981-Q1,20.27697929
AUS,RENT,1981-Q2,20.64022864
AUS,RENT,1981-Q3,21.09109868
AUS,RENT,1981-Q4,21.67447385
AUS,RENT,1982-Q1,22.2889844
AUS,RENT,1982-Q2,23.01288513
AUS,RENT,1982-Q3,23.81436576
AUS,RENT,1982-Q4,24.4115764
AUS,RENT,1983-Q1,24.84527043
AUS,RENT,1983-Q2,25.29285349
AUS,RENT,1983-Q3,25.62932863
AUS,RENT,1983-Q4,26.05571018
AUS,RENT,1984-Q1,26.5748989
AUS,RENT,1984-Q2,27.11798642
AUS,RENT,1984-Q3,27.5393988
AUS,RENT,1984-Q4,28.06580954
AUS,RENT,1985-Q1,28.66658891
AUS,RENT,1985-Q2,29.21822748
AUS,RENT,1985-Q3,29.99593638
AUS,RENT,1985-Q4,30.71544206
AUS,RENT,1986-Q1,31.48198977
AUS,RENT,1986-Q2,32.32813605
AUS,RENT,1986-Q3,33.09218255
AUS,RENT,1986-Q4,33.90899798
AUS,RENT,1987-Q1,34.66476373
AUS,RENT,1987-Q2,35.52742763
AUS,RENT,1987-Q3,36.55932803
AUS,RENT,1987-Q4,37.55114864
AUS,RENT,1988-Q1,38.67337513
AUS,RENT,1988-Q2,39.63135268
AUS,RENT,1988-Q3,40.75917229
AUS,RENT,1988-Q4,41.73830999
AUS,RENT,1989-Q1,42.77522749
AUS,RENT,1989-Q2,43.63347231
AUS,RENT,1989-Q3,44.42003725
AUS,RENT,1989-Q4,45.19680496
AUS,RENT,1990-Q1,45.78433657
AUS,RENT,1990-Q2,46.35418989
AUS,RENT,1990-Q3,46.89901019
AUS,RENT,1990-Q4,47.47114666
AUS,RENT,1991-Q1,47.79502706
AUS,RENT,1991-Q2,48.1597085
AUS,RENT,1991-Q3,48.28227329
AUS,RENT,1991-Q4,48.37924523
AUS,RENT,1992-Q1,48.53109542
AUS,RENT,1992-Q2,48.59821879
AUS,RENT,1992-Q3,48.65331427
AUS,RENT,1992-Q4,48.65679583
AUS,RENT,1993-Q1,48.71498207
AUS,RENT,1993-Q2,48.77217206
AUS,RENT,1993-Q3,48.83378122
AUS,RENT,1993-Q4,49.03004906
AUS,RENT,1994-Q1,49.08189097
AUS,RENT,1994-Q2,49.13081555
AUS,RENT,1994-Q3,49.19786359
AUS,RENT,1994-Q4,49.30777448
AUS,RENT,1995-Q1,49.54193475
AUS,RENT,1995-Q2,49.85600114
AUS,RENT,1995-Q3,50.19684655
AUS,RENT,1995-Q4,50.49639257
AUS,RENT,1996-Q1,51.00534818
AUS,RENT,1996-Q2,51.30613267
AUS,RENT,1996-Q3,51.74607363
AUS,RENT,1996-Q4,52.14119129
AUS,RENT,1997-Q1,52.46391068
AUS,RENT,1997-Q2,52.84853956
AUS,RENT,1997-Q3,53.20486607
AUS,RENT,1997-Q4,53.69785021
AUS,RENT,1998-Q1,54.01169264
AUS,RENT,1998-Q2,54.48002928
AUS,RENT,1998-Q3,54.94453174
AUS,RENT,1998-Q4,55.25110366
AUS,RENT,1999-Q1,55.65059199
AUS,RENT,1999-Q2,55.93091311
AUS,RENT,1999-Q3,56.22403677
AUS,RENT,1999-Q4,56.71590619
AUS,RENT,2000-Q1,57.197302
AUS,RENT,2000-Q2,57.65755492
AUS,RENT,2000-Q3,58.14303858
AUS,RENT,2000-Q4,58.45155343
AUS,RENT,2001-Q1,59.01883422
AUS,RENT,2001-Q2,59.48140052
AUS,RENT,2001-Q3,59.87419641
AUS,RENT,2001-Q4,60.27645868
AUS,RENT,2002-Q1,60.66111624
AUS,RENT,2002-Q2,61.03196173
AUS,RENT,2002-Q3,61.33371144
AUS,RENT,2002-Q4,61.54935116
AUS,RENT,2003-Q1,61.75532617
AUS,RENT,2003-Q2,62.03895211
AUS,RENT,2003-Q3,62.42079293
AUS,RENT,2003-Q4,62.91896993
AUS,RENT,2004-Q1,63.30136953
AUS,RENT,2004-Q2,63.68402942
AUS,RENT,2004-Q3,64.05725531
AUS,RENT,2004-Q4,64.38125767
AUS,RENT,2005-Q1,64.66470685
AUS,RENT,2005-Q2,65.05479437
AUS,RENT,2005-Q3,65.41944681
AUS,RENT,2005-Q4,65.93674459
AUS,RENT,2006-Q1,66.48640245
AUS,RENT,2006-Q2,66.96658663
AUS,RENT,2006-Q3,67.69608137
AUS,RENT,2006-Q4,68.40428324
AUS,RENT,2007-Q1,69.40204469
AUS,RENT,2007-Q2,70.42712295
AUS,RENT,2007-Q3,71.61117958
AUS,RENT,2007-Q4,72.88056832
AUS,RENT,2008-Q1,74.23102275
AUS,RENT,2008-Q2,75.89479422
AUS,RENT,2008-Q3,77.44163735
AUS,RENT,2008-Q4,78.995934
AUS,RENT,2009-Q1,80.24803067
AUS,RENT,2009-Q2,81.36161907
AUS,RENT,2009-Q3,82.27372847
AUS,RENT,2009-Q4,83.09935267
AUS,RENT,2010-Q1,83.98595251
AUS,RENT,2010-Q2,84.82358394
AUS,RENT,2010-Q3,85.74125389
AUS,RENT,2010-Q4,86.65254231
AUS,RENT,2011-Q1,87.72108236
AUS,RENT,2011-Q2,88.65547843
AUS,RENT,2011-Q3,89.75389006
AUS,RENT,2011-Q4,90.75199376
AUS,RENT,2012-Q1,91.63761365
AUS,RENT,2012-Q2,92.58573116
AUS,RENT,2012-Q3,93.31088131
AUS,RENT,2012-Q4,94.11578033
AUS,RENT,2013-Q1,94.83075497
AUS,RENT,2013-Q2,95.78662761
AUS,RENT,2013-Q3,96.32227111
AUS,RENT,2013-Q4,96.9254743
AUS,RENT,2014-Q1,97.56856548
AUS,RENT,2014-Q2,98.07549437
AUS,RENT,2014-Q3,98.69637277
AUS,RENT,2014-Q4,99.18741657
AUS,RENT,2015-Q1,99.56837455
AUS,RENT,2015-Q2,99.91512158
AUS,RENT,2015-Q3,100.1601038
AUS,RENT,2015-Q4,100.3564
AUS,RENT,2016-Q1,100.4671257
AUS,RENT,2016-Q2,100.6609573
AUS,RENT,2016-Q3,100.9005851
AUS,RENT,2016-Q4,100.9795824
AUS,RENT,2017-Q1,101.0853339
AUS,RENT,2017-Q2,101.3132471
AUS,RENT,2017-Q3,101.4674481
AUS,RENT,2017-Q4,101.6946216
AUS,RENT,2018-Q1,101.8850909
AUS,RENT,2018-Q2,101.9555211
AUS,RENT,2018-Q3,102.1273347
AUS,RENT,2018-Q4,102.2362044
AUS,RENT,2019-Q1,102.3212813
AUS,RENT,2019-Q2,102.4105816
AUS,RENT,2019-Q3,102.5125019
AUS,RENT,2019-Q4,102.4184865
AUS,RENT,2020-Q1,102.4943231
AUS,RENT,2020-Q2,101.2172631
AUS,RENT,2020-Q3,101.0660921
AUS,RENT,2020-Q4,101.0564724
AUS,RENT,2021-Q1,101.0335051
AUS,RENT,2021-Q2,101.2080522
AUS,RENT,2021-Q3,101.4394694
AUS,RENT,2021-Q4,101.423924
AUS,RENT,2022-Q1,102.0345142
AUS,RENT,2022-Q2,102.8433169
AUT,NOMINAL,2000-Q1,59.00655358
AUT,NOMINAL,2000-Q2,59.38831752
AUT,NOMINAL,2000-Q3,57.42028484
AUT,NOMINAL,2000-Q4,58.52028709
AUT,NOMINAL,2001-Q1,59.72993018
AUT,NOMINAL,2001-Q2,58.33413152
AUT,NOMINAL,2001-Q3,59.831443
AUT,NOMINAL,2001-Q4,58.4317896
AUT,NOMINAL,2002-Q1,58.92604295
AUT,NOMINAL,2002-Q2,58.96691119
AUT,NOMINAL,2002-Q3,60.26369017
AUT,NOMINAL,2002-Q4,59.51807879
AUT,NOMINAL,2003-Q1,59.45519258
AUT,NOMINAL,2003-Q2,59.5938192
AUT,NOMINAL,2003-Q3,58.56938023
AUT,NOMINAL,2003-Q4,60.70075356
AUT,NOMINAL,2004-Q1,55.49729663
AUT,NOMINAL,2004-Q2,58.78037618
AUT,NOMINAL,2004-Q3,58.90517088
AUT,NOMINAL,2004-Q4,60.56676074
AUT,NOMINAL,2005-Q1,60.35569118
AUT,NOMINAL,2005-Q2,61.03087928
AUT,NOMINAL,2005-Q3,61.16750562
AUT,NOMINAL,2005-Q4,62.85371664
AUT,NOMINAL,2006-Q1,63.20107888
AUT,NOMINAL,2006-Q2,63.69346171
AUT,NOMINAL,2006-Q3,64.28110574
AUT,NOMINAL,2006-Q4,64.30857044
AUT,NOMINAL,2007-Q1,65.74151595
AUT,NOMINAL,2007-Q2,67.07953102
AUT,NOMINAL,2007-Q3,67.61110663
AUT,NOMINAL,2007-Q4,67.00317077
AUT,NOMINAL,2008-Q1,66.90321118
AUT,NOMINAL,2008-Q2,66.40550332
AUT,NOMINAL,2008-Q3,67.7130104
AUT,NOMINAL,2008-Q4,69.28420865
AUT,NOMINAL,2009-Q1,69.96689992
AUT,NOMINAL,2009-Q2,70.22529576
AUT,NOMINAL,2009-Q3,69.80425394
AUT,NOMINAL,2009-Q4,70.85457885
AUT,NOMINAL,2010-Q1,73.97448317
AUT,NOMINAL,2010-Q2,76.31916468
AUT,NOMINAL,2010-Q3,77.78099369
AUT,NOMINAL,2010-Q4,79.11535846
AUT,NOMINAL,2011-Q1,79.0230036
AUT,NOMINAL,2011-Q2,80.81414136
AUT,NOMINAL,2011-Q3,82.27451547
AUT,NOMINAL,2011-Q4,84.27833957
AUT,NOMINAL,2012-Q1,85.63650738
AUT,NOMINAL,2012-Q2,86.44317918
AUT,NOMINAL,2012-Q3,88.32345515
AUT,NOMINAL,2012-Q4,89.87685828
AUT,NOMINAL,2013-Q1,90.56629199
AUT,NOMINAL,2013-Q2,91.37524152
AUT,NOMINAL,2013-Q3,93.53355542
AUT,NOMINAL,2013-Q4,92.92491107
AUT,NOMINAL,2014-Q1,94.54289423
AUT,NOMINAL,2014-Q2,95.34599515
AUT,NOMINAL,2014-Q3,94.17676701
AUT,NOMINAL,2014-Q4,97.2543436
AUT,NOMINAL,2015-Q1,94.07807412
AUT,NOMINAL,2015-Q2,99.3413235
AUT,NOMINAL,2015-Q3,103.2210796
AUT,NOMINAL,2015-Q4,103.3595227
AUT,NOMINAL,2016-Q1,106.75822
AUT,NOMINAL,2016-Q2,108.2351552
AUT,NOMINAL,2016-Q3,108.8452034
AUT,NOMINAL,2016-Q4,110.2914214
AUT,NOMINAL,2017-Q1,111.8571253
AUT,NOMINAL,2017-Q2,113.6270456
AUT,NOMINAL,2017-Q3,114.402913
AUT,NOMINAL,2017-Q4,117.1529161
AUT,NOMINAL,2018-Q1,117.9028709
AUT,NOMINAL,2018-Q2,117.9504237
AUT,NOMINAL,2018-Q3,120.1365878
AUT,NOMINAL,2018-Q4,122.5701175
AUT,NOMINAL,2019-Q1,122.8604819
AUT,NOMINAL,2019-Q2,125.9022562
AUT,NOMINAL,2019-Q3,127.6417439
AUT,NOMINAL,2019-Q4,129.9955179
AUT,NOMINAL,2020-Q1,132.4704242
AUT,NOMINAL,2020-Q2,134.5209212
AUT,NOMINAL,2020-Q3,138.4739546
AUT,NOMINAL,2020-Q4,139.7796999
AUT,NOMINAL,2021-Q1,145.4224765
AUT,NOMINAL,2021-Q2,150.3987254
AUT,NOMINAL,2021-Q3,155.9302541
AUT,NOMINAL,2021-Q4,161.298544
AUT,NOMINAL,2022-Q1,165.3015303
AUT,RENT,1970-Q1,8.711109655
AUT,RENT,1970-Q2,8.946487019
AUT,RENT,1970-Q3,9.15521116
AUT,RENT,1970-Q4,9.358246174
AUT,RENT,1971-Q1,9.641020576
AUT,RENT,1971-Q2,10.0100197
AUT,RENT,1971-Q3,10.42563694
AUT,RENT,1971-Q4,10.73231566
AUT,RENT,1972-Q1,10.95476058
AUT,RENT,1972-Q2,11.12456954
AUT,RENT,1972-Q3,11.31420237
AUT,RENT,1972-Q4,11.55933907
AUT,RENT,1973-Q1,11.99481154
AUT,RENT,1973-Q2,12.42562239
AUT,RENT,1973-Q3,12.75407987
AUT,RENT,1973-Q4,12.99048172
AUT,RENT,1974-Q1,13.0426693
AUT,RENT,1974-Q2,13.10161007
AUT,RENT,1974-Q3,13.19483746
AUT,RENT,1974-Q4,13.41635935
AUT,RENT,1975-Q1,13.77112279
AUT,RENT,1975-Q2,14.22909942
AUT,RENT,1975-Q3,14.83569033
AUT,RENT,1975-Q4,15.48108384
AUT,RENT,1976-Q1,16.1571806
AUT,RENT,1976-Q2,16.82026905
AUT,RENT,1976-Q3,17.45863262
AUT,RENT,1976-Q4,18.16050186
AUT,RENT,1977-Q1,18.48760181
AUT,RENT,1977-Q2,18.87108106
AUT,RENT,1977-Q3,19.12663608
AUT,RENT,1977-Q4,19.37085294
AUT,RENT,1978-Q1,19.65888631
AUT,RENT,1978-Q2,19.90286755
AUT,RENT,1978-Q3,20.09414861
AUT,RENT,1978-Q4,20.29518768
AUT,RENT,1979-Q1,20.51550361
AUT,RENT,1979-Q2,20.65792019
AUT,RENT,1979-Q3,20.71478894
AUT,RENT,1979-Q4,20.91819817
AUT,RENT,1980-Q1,21.11832524
AUT,RENT,1980-Q2,21.27810776
AUT,RENT,1980-Q3,21.45201318
AUT,RENT,1980-Q4,21.72426818
AUT,RENT,1981-Q1,22.12232197
AUT,RENT,1981-Q2,22.62506686
AUT,RENT,1981-Q3,22.88231794
AUT,RENT,1981-Q4,23.12842072
AUT,RENT,1982-Q1,23.61608572
AUT,RENT,1982-Q2,24.53647315
AUT,RENT,1982-Q3,26.04621542
AUT,RENT,1982-Q4,26.97246691
AUT,RENT,1983-Q1,27.88992447
AUT,RENT,1983-Q2,28.63866262
AUT,RENT,1983-Q3,29.27878795
AUT,RENT,1983-Q4,29.82514952
AUT,RENT,1984-Q1,30.16825224
AUT,RENT,1984-Q2,30.40927772
AUT,RENT,1984-Q3,31.56197528
AUT,RENT,1984-Q4,32.28153426
AUT,RENT,1985-Q1,32.88073496
AUT,RENT,1985-Q2,33.37064349
AUT,RENT,1985-Q3,33.25528017
AUT,RENT,1985-Q4,33.63166699
AUT,RENT,1986-Q1,34.08992544
AUT,RENT,1986-Q2,34.35686202
AUT,RENT,1986-Q3,34.72668563
AUT,RENT,1986-Q4,35.19698615
AUT,RENT,1987-Q1,35.39954915
AUT,RENT,1987-Q2,35.57444002
AUT,RENT,1987-Q3,35.92896326
AUT,RENT,1987-Q4,36.19225677
AUT,RENT,1988-Q1,36.28891952
AUT,RENT,1988-Q2,36.47943698
AUT,RENT,1988-Q3,36.62482963
AUT,RENT,1988-Q4,36.80214612
AUT,RENT,1989-Q1,37.14695685
AUT,RENT,1989-Q2,37.42775749
AUT,RENT,1989-Q3,37.56315658
AUT,RENT,1989-Q4,37.92760571
AUT,RENT,1990-Q1,38.45806649
AUT,RENT,1990-Q2,38.96290719
AUT,RENT,1990-Q3,39.30364483
AUT,RENT,1990-Q4,39.6034201
AUT,RENT,1991-Q1,40.2763377
AUT,RENT,1991-Q2,40.68722637
AUT,RENT,1991-Q3,41.24465476
AUT,RENT,1991-Q4,41.68428576
AUT,RENT,1992-Q1,42.32550056
AUT,RENT,1992-Q2,43.17407593
AUT,RENT,1992-Q3,44.05130002
AUT,RENT,1992-Q4,44.96171783
AUT,RENT,1993-Q1,44.97791522
AUT,RENT,1993-Q2,45.45427581
AUT,RENT,1993-Q3,46.15334326
AUT,RENT,1993-Q4,47.00263662
AUT,RENT,1994-Q1,47.78038615
AUT,RENT,1994-Q2,48.5415883
AUT,RENT,1994-Q3,49.10221635
AUT,RENT,1994-Q4,49.85898812
AUT,RENT,1995-Q1,51.32305046
AUT,RENT,1995-Q2,52.00492081
AUT,RENT,1995-Q3,52.85891133
AUT,RENT,1995-Q4,53.86694717
AUT,RENT,1996-Q1,54.58719811
AUT,RENT,1996-Q2,55.29084509
AUT,RENT,1996-Q3,56.5055478
AUT,RENT,1996-Q4,56.42012726
AUT,RENT,1997-Q1,56.87039672
AUT,RENT,1997-Q2,57.58895578
AUT,RENT,1997-Q3,58.07775639
AUT,RENT,1997-Q4,58.40119307
AUT,RENT,1998-Q1,58.8520587
AUT,RENT,1998-Q2,59.25030621
AUT,RENT,1998-Q3,59.74211189
AUT,RENT,1998-Q4,60.07174674
AUT,RENT,1999-Q1,60.39294242
AUT,RENT,1999-Q2,60.61530891
AUT,RENT,1999-Q3,60.74786234
AUT,RENT,1999-Q4,61.04652097
AUT,RENT,2000-Q1,61.35934714
AUT,RENT,2000-Q2,61.73381534
AUT,RENT,2000-Q3,61.67058236
AUT,RENT,2000-Q4,62.14866071
AUT,RENT,2001-Q1,62.91898091
AUT,RENT,2001-Q2,63.50683582
