symbol,date,value
MYR,02/22/2021,4.0400
MYR,02/23/2021,4.0420
MYR,02/24/2021,4.0400
MYR,02/25/2021,4.0380
MYR,02/26/2021,4.0520
MYR,03/01/2021,4.0550
MYR,03/02/2021,4.0570
MYR,03/03/2021,4.0490
MYR,03/04/2021,4.0550
MYR,03/05/2021,4.0720
MYR,03/08/2021,4.1050
MYR,03/09/2021,4.1150
MYR,03/10/2021,4.1250
MYR,03/11/2021,4.1050
MYR,03/12/2021,4.1160
MYR,03/15/2021,4.1100
MYR,03/16/2021,4.1120
MYR,03/17/2021,4.1190
MYR,03/18/2021,4.1090
MYR,03/19/2021,4.1050
MYR,03/22/2021,4.1120
MYR,03/23/2021,4.1200
MYR,03/24/2021,4.1290
MYR,03/25/2021,4.1440
MYR,03/26/2021,4.1445
MYR,03/29/2021,4.1390
MYR,03/30/2021,4.1490
MYR,03/31/2021,4.1450
MYR,04/01/2021,4.1440
MYR,04/02/2021,4.1380
MYR,04/05/2021,4.1400
MYR,04/06/2021,4.1300
MYR,04/07/2021,4.1300
MYR,04/08/2021,4.1360
MYR,04/09/2021,4.1330
MYR,04/12/2021,4.1310
MYR,04/13/2021,4.1330
MYR,04/14/2021,4.1270
MYR,04/15/2021,4.1230
MYR,04/16/2021,4.1240
MYR,04/19/2021,4.1220
MYR,04/20/2021,4.1130
MYR,04/21/2021,4.1190
MYR,04/22/2021,4.1105
MYR,04/23/2021,4.1070
MYR,04/26/2021,4.0960
MYR,04/27/2021,4.0960
MYR,04/28/2021,4.1000
MYR,04/30/2021,4.0930
MYR,05/03/2021,4.1030
MYR,05/04/2021,4.1200
MYR,05/05/2021,4.1150
MYR,05/06/2021,4.1200
MYR,05/07/2021,4.1100
MYR,05/10/2021,4.1050
MYR,05/11/2021,4.1160
MYR,05/12/2021,4.1230
MYR,05/17/2021,4.1290
MYR,05/18/2021,4.1250
MYR,05/19/2021,4.1360
MYR,05/20/2021,4.1420
MYR,05/21/2021,4.1390
MYR,05/24/2021,4.1440
MYR,05/25/2021,4.1425
MYR,05/27/2021,4.1380
MYR,05/28/2021,4.1320
MYR,05/31/2021,4.1220
MYR,06/01/2021,4.1240
MYR,06/02/2021,4.1230
MYR,06/03/2021,4.1200
MYR,06/04/2021,4.1260
MYR,06/08/2021,4.1190
MYR,06/09/2021,4.1160
MYR,06/10/2021,4.1185
MYR,06/11/2021,4.1060
MYR,06/14/2021,4.1130
MYR,06/15/2021,4.1150
MYR,06/16/2021,4.1160
MYR,06/17/2021,4.1380
MYR,06/18/2021,4.1370
MYR,06/21/2021,4.1450
MYR,06/22/2021,4.1595
MYR,06/23/2021,4.1590
MYR,06/24/2021,4.1580
MYR,06/25/2021,4.1540
MYR,06/28/2021,4.1430
MYR,06/29/2021,4.1500
MYR,06/30/2021,4.1500
MYR,07/01/2021,4.1565
MYR,07/02/2021,4.1620
MYR,07/05/2021,4.1540
MYR,07/06/2021,4.1540
MYR,07/07/2021,4.1600
MYR,07/08/2021,4.1800
MYR,07/09/2021,4.1890
MYR,07/12/2021,4.1890
MYR,07/13/2021,4.1910
MYR,07/14/2021,4.1990
MYR,07/15/2021,4.2010
MYR,07/16/2021,4.2070
MYR,07/19/2021,4.2220
MYR,07/21/2021,4.2300
MYR,07/22/2021,4.2215
MYR,07/23/2021,4.2250
MYR,07/26/2021,4.2300
MYR,07/27/2021,4.2305
MYR,07/28/2021,4.2310
MYR,07/29/2021,4.2370
MYR,07/30/2021,4.2180
MYR,08/02/2021,4.2235
MYR,08/03/2021,4.2180
MYR,08/04/2021,4.2200
MYR,08/05/2021,4.2150
MYR,08/06/2021,4.2170
MYR,08/09/2021,4.2260
MYR,08/11/2021,4.2380
MYR,08/12/2021,4.2310
MYR,08/13/2021,4.2360
MYR,08/16/2021,4.2350
MYR,08/17/2021,4.2360
MYR,08/18/2021,4.2360
MYR,08/19/2021,4.2370
MYR,08/20/2021,4.2360
MYR,08/23/2021,4.2240
MYR,08/24/2021,4.2170
MYR,08/25/2021,4.2020
MYR,08/26/2021,4.1930
MYR,08/27/2021,4.1880
MYR,08/30/2021,4.1550
MYR,08/31/2021,4.1575
MYR,09/01/2021,4.1525
MYR,09/02/2021,4.1560
MYR,09/03/2021,4.1440
MYR,09/06/2021,4.1460
MYR,09/07/2021,4.1540
MYR,09/08/2021,4.1530
MYR,09/09/2021,4.1460
MYR,09/10/2021,4.1350
MYR,09/13/2021,4.1490
MYR,09/14/2021,4.1600
MYR,09/15/2021,4.1570
MYR,09/17/2021,4.1700
MYR,09/20/2021,4.1900
MYR,09/21/2021,4.1830
MYR,09/22/2021,4.1910
MYR,09/23/2021,4.1800
MYR,09/24/2021,4.1870
MYR,09/27/2021,4.1865
MYR,09/28/2021,4.1800
MYR,09/29/2021,4.1835
MYR,09/30/2021,4.1850
MYR,10/01/2021,4.1780
MYR,10/04/2021,4.1720
MYR,10/05/2021,4.1775
MYR,10/06/2021,4.1830
MYR,10/07/2021,4.1820
MYR,10/08/2021,4.1760
MYR,10/11/2021,4.1680
MYR,10/12/2021,4.1630
MYR,10/13/2021,4.1590
MYR,10/14/2021,4.1525
MYR,10/15/2021,4.1560
MYR,10/18/2021,4.1695
MYR,10/20/2021,4.1600
MYR,10/21/2021,4.1560
MYR,10/22/2021,4.1480
MYR,10/25/2021,4.1495
MYR,10/26/2021,4.1450
MYR,10/27/2021,4.1530
MYR,10/28/2021,4.1480
MYR,10/29/2021,4.1390
MYR,11/01/2021,4.1500
MYR,11/02/2021,4.1460
MYR,11/03/2021,4.1520
MYR,11/05/2021,4.1580
MYR,11/08/2021,4.1530
MYR,11/09/2021,4.1475
MYR,11/10/2021,4.1520
MYR,11/11/2021,4.1660
MYR,11/12/2021,4.1640
MYR,11/15/2021,4.1600
MYR,11/16/2021,4.1645
MYR,11/17/2021,4.1770
MYR,11/18/2021,4.1800
MYR,11/19/2021,4.1820
MYR,11/22/2021,4.1840
MYR,11/23/2021,4.1970
MYR,11/24/2021,4.2090
MYR,11/25/2021,4.2280
MYR,11/26/2021,4.2370
MYR,11/29/2021,4.2370
MYR,11/30/2021,4.2000
MYR,12/01/2021,4.2180
MYR,12/02/2021,4.2280
MYR,12/03/2021,4.2310
MYR,12/06/2021,4.2300
MYR,12/07/2021,4.2300
MYR,12/08/2021,4.2230
MYR,12/09/2021,4.2150
MYR,12/10/2021,4.2100
MYR,12/13/2021,4.2250
MYR,12/14/2021,4.2300
MYR,12/15/2021,4.2280
MYR,12/16/2021,4.2040
MYR,12/17/2021,4.2170
MYR,12/20/2021,4.2250
MYR,12/21/2021,4.2070
MYR,12/22/2021,4.2120
MYR,12/23/2021,4.1980
MYR,12/24/2021,4.1930
MYR,12/27/2021,4.1810
MYR,12/28/2021,4.1785
MYR,12/29/2021,4.1800
MYR,12/30/2021,4.1750
MYR,12/31/2021,4.1640
MYR,01/03/2022,4.1710
MYR,01/04/2022,4.1840
MYR,01/05/2022,4.1920
MYR,01/06/2022,4.2110
MYR,01/07/2022,4.2070
MYR,01/10/2022,4.1980
MYR,01/11/2022,4.1900
MYR,01/12/2022,4.1840
MYR,01/13/2022,4.1750
MYR,01/14/2022,4.1770
MYR,01/17/2022,4.1820
MYR,01/19/2022,4.1910
MYR,01/20/2022,4.1870
MYR,01/21/2022,4.1850
MYR,01/24/2022,4.1870
MYR,01/25/2022,4.1880
MYR,01/26/2022,4.1900
MYR,01/27/2022,4.1950
MYR,01/28/2022,4.1880
MYR,01/31/2022,4.1855
MYR,02/02/2022,4.1835
MYR,02/03/2022,4.1820
MYR,02/04/2022,4.1780
MYR,02/07/2022,4.1835
MYR,02/08/2022,4.1830
MYR,02/09/2022,4.1830
MYR,02/10/2022,4.1820
MYR,02/11/2022,4.1880
MYR,02/14/2022,4.1890
MYR,02/15/2022,4.1845
MYR,02/16/2022,4.1835
MYR,02/17/2022,4.1850
MYR,02/18/2022,4.1840
MYR,02/21/2022,4.1780
MYR,02/22/2022,4.1840
MYR,02/23/2022,4.1840
MYR,02/24/2022,4.1990
MYR,02/25/2022,4.1985
MYR,02/28/2022,4.1960
MYR,03/01/2022,4.1910
MYR,03/02/2022,4.1940
MYR,03/03/2022,4.1845
MYR,03/04/2022,4.1760
MYR,03/07/2022,4.1750
MYR,03/08/2022,4.1800
MYR,03/09/2022,4.1850
MYR,03/10/2022,4.1860
MYR,03/11/2022,4.1920
MYR,03/14/2022,4.2020
MYR,03/15/2022,4.2050
MYR,03/16/2022,4.1955
MYR,03/17/2022,4.1935
MYR,03/18/2022,4.1910
MYR,03/21/2022,4.2030
MYR,03/22/2022,4.2150
MYR,03/23/2022,4.2220
MYR,03/24/2022,4.2240
MYR,03/25/2022,4.2080
MYR,03/28/2022,4.2145
MYR,03/29/2022,4.2120
MYR,03/30/2022,4.2030
MYR,03/31/2022,4.2030
MYR,04/01/2022,4.2080
MYR,04/04/2022,4.2150
MYR,04/05/2022,4.2085
MYR,04/06/2022,4.2130
MYR,04/07/2022,4.2165
MYR,04/08/2022,4.2200
MYR,04/11/2022,4.2290
MYR,04/12/2022,4.2310
MYR,04/13/2022,4.2290
MYR,04/14/2022,4.2300
MYR,04/15/2022,4.2330
MYR,04/18/2022,4.2530
MYR,04/19/2022,4.2650
MYR,04/20/2022,4.2790
MYR,04/21/2022,4.2890
MYR,04/22/2022,4.3230
MYR,04/25/2022,4.3550
MYR,04/26/2022,4.3535
MYR,04/27/2022,4.3580
MYR,04/28/2022,4.3600
MYR,04/29/2022,4.3520
MYR,05/05/2022,4.3470
MYR,05/06/2022,4.3680
MYR,05/09/2022,4.3820
MYR,05/10/2022,4.3800
MYR,05/11/2022,4.3750
MYR,05/12/2022,4.3920
MYR,05/13/2022,4.3960
MYR,05/17/2022,4.3880
MYR,05/18/2022,4.3935
MYR,05/19/2022,4.4025
MYR,05/20/2022,4.3870
MYR,05/23/2022,4.3870
MYR,05/24/2022,4.3950
MYR,05/25/2022,4.3930
MYR,05/26/2022,4.3960
MYR,05/27/2022,4.3770
MYR,05/30/2022,4.3640
MYR,05/31/2022,4.3770
MYR,06/01/2022,4.3810
MYR,06/02/2022,4.3890
MYR,06/03/2022,4.3870
MYR,06/07/2022,4.3935
MYR,06/08/2022,4.3920
MYR,06/09/2022,4.3920
MYR,06/10/2022,4.4000
MYR,06/13/2022,4.4170
MYR,06/14/2022,4.4200
MYR,06/15/2022,4.4120
MYR,06/16/2022,4.4000
MYR,06/17/2022,4.4000
MYR,06/20/2022,4.4000
MYR,06/21/2022,4.3960
MYR,06/22/2022,4.4030
MYR,06/23/2022,4.4040
MYR,06/24/2022,4.4000
MYR,06/27/2022,4.4025
MYR,06/28/2022,4.3950
MYR,06/29/2022,4.3980
MYR,06/30/2022,4.4060
MYR,07/01/2022,4.4060
MYR,07/04/2022,4.4110
MYR,07/05/2022,4.4180
MYR,07/06/2022,4.4230
MYR,07/07/2022,4.4260
MYR,07/08/2022,4.4250
MYR,07/12/2022,4.4350
MYR,07/13/2022,4.4350
MYR,07/14/2022,4.4420
MYR,07/15/2022,4.4470
MYR,07/18/2022,4.4510
MYR,07/19/2022,4.4480
MYR,07/20/2022,4.4500
MYR,07/21/2022,4.4550
MYR,07/22/2022,4.4500
MYR,07/25/2022,4.4510
MYR,07/26/2022,4.4540
MYR,07/27/2022,4.4560
MYR,07/28/2022,4.4510
MYR,07/29/2022,4.4480
MYR,08/01/2022,4.4510
MYR,08/02/2022,4.4530
MYR,08/03/2022,4.4550
MYR,08/04/2022,4.4560
MYR,08/05/2022,4.4540
MYR,08/08/2022,4.4570
MYR,08/09/2022,4.4530
MYR,08/10/2022,4.4550
MYR,08/11/2022,4.4430
MYR,08/12/2022,4.4425
MYR,08/15/2022,4.4570
MYR,08/16/2022,4.4640
MYR,08/17/2022,4.4660
MYR,08/18/2022,4.4720
MYR,08/19/2022,4.4740
MYR,08/22/2022,4.4830
MYR,08/23/2022,4.4870
MYR,08/24/2022,4.4840
MYR,08/25/2022,4.4700
MYR,08/26/2022,4.4650
MYR,08/29/2022,4.4880
MYR,08/30/2022,4.4740
MYR,09/01/2022,4.4790
MYR,09/02/2022,4.4820
MYR,09/05/2022,4.4910
MYR,09/06/2022,4.4980
MYR,09/07/2022,4.5000
MYR,09/08/2022,4.4990
MYR,09/09/2022,4.4960
MYR,09/12/2022,4.5025
MYR,09/13/2022,4.5060
MYR,09/14/2022,4.5250
MYR,09/15/2022,4.5330
MYR,09/19/2022,4.5480
MYR,09/20/2022,4.5560
MYR,09/21/2022,4.5500
MYR,09/22/2022,4.5650
MYR,09/23/2022,4.5770
MYR,09/26/2022,4.6010
MYR,09/27/2022,4.6090
MYR,09/28/2022,4.6280
MYR,09/29/2022,4.6330
MYR,09/30/2022,4.6350
MYR,10/03/2022,4.6460
MYR,10/04/2022,4.6430
MYR,10/05/2022,4.6290
MYR,10/06/2022,4.6350
MYR,10/07/2022,4.6480
MYR,10/11/2022,4.6710
MYR,10/12/2022,4.6800
MYR,10/13/2022,4.6900
MYR,10/14/2022,4.7000
MYR,10/17/2022,4.7150
MYR,10/18/2022,4.7140
MYR,10/19/2022,4.7180
MYR,10/20/2022,4.7270
MYR,10/21/2022,4.7360
MYR,10/25/2022,4.7330
MYR,10/26/2022,4.7120
MYR,10/27/2022,4.7130
MYR,10/28/2022,4.7200
MYR,10/31/2022,4.7260
MYR,11/01/2022,4.7350
MYR,11/02/2022,4.7360
MYR,11/03/2022,4.7425
MYR,11/04/2022,4.7460
MYR,11/07/2022,4.7380
MYR,11/08/2022,4.7340
MYR,11/09/2022,4.6915
CNY,01/01/2018,6.5067
CNY,01/02/2018,6.4933
CNY,01/03/2018,6.5030
CNY,01/04/2018,6.4933
CNY,01/05/2018,6.4887
CNY,01/08/2018,6.4998
CNY,01/09/2018,6.5297
CNY,01/10/2018,6.5081
CNY,01/11/2018,6.4958
CNY,01/12/2018,6.4610
CNY,01/15/2018,6.4371
CNY,01/16/2018,6.4440
CNY,01/17/2018,6.4343
CNY,01/18/2018,6.4203
CNY,01/19/2018,6.4040
CNY,01/22/2018,6.4053
CNY,01/23/2018,6.4047
CNY,01/24/2018,6.3700
CNY,01/25/2018,6.3238
CNY,01/26/2018,6.3201
CNY,01/29/2018,6.3375
CNY,01/30/2018,6.3239
CNY,01/31/2018,6.2888
CNY,02/01/2018,6.2995
CNY,02/02/2018,6.3014
CNY,02/05/2018,6.2900
CNY,02/06/2018,6.2833
CNY,02/07/2018,6.2694
CNY,02/08/2018,6.3270
CNY,02/09/2018,6.2969
CNY,02/12/2018,6.3275
CNY,02/13/2018,6.3410
CNY,02/14/2018,6.3482
CNY,02/15/2018,6.3482
CNY,02/16/2018,6.3482
CNY,02/19/2018,6.3482
CNY,02/20/2018,6.3482
CNY,02/21/2018,6.3482
CNY,02/22/2018,6.3500
CNY,02/23/2018,6.3373
CNY,02/26/2018,6.3160
CNY,02/27/2018,6.3170
CNY,02/28/2018,6.3311
CNY,03/01/2018,6.3582
CNY,03/02/2018,6.3454
CNY,03/05/2018,6.3495
CNY,03/06/2018,6.3098
CNY,03/07/2018,6.3255
CNY,03/08/2018,6.3422
CNY,03/09/2018,6.3325
CNY,03/12/2018,6.3300
CNY,03/13/2018,6.3216
CNY,03/14/2018,6.3180
CNY,03/15/2018,6.3221
CNY,03/16/2018,6.3350
CNY,03/19/2018,6.3322
CNY,03/20/2018,6.3340
CNY,03/21/2018,6.3232
CNY,03/22/2018,6.3350
CNY,03/23/2018,6.3160
CNY,03/26/2018,6.2734
CNY,03/27/2018,6.2831
CNY,03/28/2018,6.2979
CNY,03/29/2018,6.2898
CNY,03/30/2018,6.2753
CNY,04/02/2018,6.2805
CNY,04/03/2018,6.2899
CNY,04/04/2018,6.3052
CNY,04/05/2018,6.3052
CNY,04/06/2018,6.3052
CNY,04/09/2018,6.3070
CNY,04/10/2018,6.2832
CNY,04/11/2018,6.2690
CNY,04/12/2018,6.2915
CNY,04/13/2018,6.2750
CNY,04/16/2018,6.2765
CNY,04/17/2018,6.2826
CNY,04/18/2018,6.2744
CNY,04/19/2018,6.2791
CNY,04/20/2018,6.2965
CNY,04/23/2018,6.3171
CNY,04/24/2018,6.3065
CNY,04/25/2018,6.3266
CNY,04/26/2018,6.3365
CNY,04/27/2018,6.3332
CNY,04/30/2018,6.3332
CNY,05/01/2018,6.3332
CNY,05/02/2018,6.3624
CNY,05/03/2018,6.3537
CNY,05/04/2018,6.3627
CNY,05/07/2018,6.3667
CNY,05/08/2018,6.3706
CNY,05/09/2018,6.3624
CNY,05/10/2018,6.3492
CNY,05/11/2018,6.3341
CNY,05/14/2018,6.3392
CNY,05/15/2018,6.3778
CNY,05/16/2018,6.3715
CNY,05/17/2018,6.3671
CNY,05/18/2018,6.3800
CNY,05/21/2018,6.3835
CNY,05/22/2018,6.3675
CNY,05/23/2018,6.3885
CNY,05/24/2018,6.3783
CNY,05/25/2018,6.3918
CNY,05/28/2018,6.3993
CNY,05/29/2018,6.4176
CNY,05/30/2018,6.4190
CNY,05/31/2018,6.4103
CNY,06/01/2018,6.4204
CNY,06/04/2018,6.4100
CNY,06/05/2018,6.4061
CNY,06/06/2018,6.3884
CNY,06/07/2018,6.3921
CNY,06/08/2018,6.4066
CNY,06/11/2018,6.4017
CNY,06/12/2018,6.4028
CNY,06/13/2018,6.3984
CNY,06/14/2018,6.4017
CNY,06/15/2018,6.4394
CNY,06/18/2018,6.4394
CNY,06/19/2018,6.4852
CNY,06/20/2018,6.4738
CNY,06/21/2018,6.4932
CNY,06/22/2018,6.5059
CNY,06/25/2018,6.5400
CNY,06/26/2018,6.5793
CNY,06/27/2018,6.6046
CNY,06/28/2018,6.6271
CNY,06/29/2018,6.6210
CNY,07/02/2018,6.6680
CNY,07/03/2018,6.6425
CNY,07/04/2018,6.6325
CNY,07/05/2018,6.6371
CNY,07/06/2018,6.6435
CNY,07/09/2018,6.6161
CNY,07/10/2018,6.6298
CNY,07/11/2018,6.6812
CNY,07/12/2018,6.6677
CNY,07/13/2018,6.6917
CNY,07/16/2018,6.6911
CNY,07/17/2018,6.7065
CNY,07/18/2018,6.7196
CNY,07/19/2018,6.7751
CNY,07/20/2018,6.7709
CNY,07/23/2018,6.7929
CNY,07/24/2018,6.7914
CNY,07/25/2018,6.7697
CNY,07/26/2018,6.7927
CNY,07/27/2018,6.8137
CNY,07/30/2018,6.8150
CNY,07/31/2018,6.8127
CNY,08/01/2018,6.8227
CNY,08/02/2018,6.8428
CNY,08/03/2018,6.8332
CNY,08/06/2018,6.8535
CNY,08/07/2018,6.8317
CNY,08/08/2018,6.8357
CNY,08/09/2018,6.8210
CNY,08/10/2018,6.8471
CNY,08/13/2018,6.8912
CNY,08/14/2018,6.8842
CNY,08/15/2018,6.9347
CNY,08/16/2018,6.8825
CNY,08/17/2018,6.8775
CNY,08/20/2018,6.8577
CNY,08/21/2018,6.8472
CNY,08/22/2018,6.8417
CNY,08/23/2018,6.8777
CNY,08/24/2018,6.8070
CNY,08/27/2018,6.8156
CNY,08/28/2018,6.8030
CNY,08/29/2018,6.8213
CNY,08/30/2018,6.8445
CNY,08/31/2018,6.8315
CNY,09/03/2018,6.8228
CNY,09/04/2018,6.8442
CNY,09/05/2018,6.8305
CNY,09/06/2018,6.8355
CNY,09/07/2018,6.8438
CNY,09/10/2018,6.8556
CNY,09/11/2018,6.8730
CNY,09/12/2018,6.8606
CNY,09/13/2018,6.8447
CNY,09/14/2018,6.8690
CNY,09/17/2018,6.8570
CNY,09/18/2018,6.8615
CNY,09/19/2018,6.8483
CNY,09/20/2018,6.8468
CNY,09/21/2018,6.8571
CNY,09/24/2018,6.8571
CNY,09/25/2018,6.8665
CNY,09/26/2018,6.8786
CNY,09/27/2018,6.8902
CNY,09/28/2018,6.8689
CNY,10/01/2018,6.8689
CNY,10/02/2018,6.8689
CNY,10/03/2018,6.8689
CNY,10/04/2018,6.8689
CNY,10/05/2018,6.8689
CNY,10/08/2018,6.9307
CNY,10/09/2018,6.9228
CNY,10/10/2018,6.9242
CNY,10/11/2018,6.8899
CNY,10/12/2018,6.9224
CNY,10/15/2018,6.9168
CNY,10/16/2018,6.9120
CNY,10/17/2018,6.9275
CNY,10/18/2018,6.9376
CNY,10/19/2018,6.9297
CNY,10/22/2018,6.9474
CNY,10/23/2018,6.9383
CNY,10/24/2018,6.9440
CNY,10/25/2018,6.9489
CNY,10/26/2018,6.9435
CNY,10/29/2018,6.9619
CNY,10/30/2018,6.9672
CNY,10/31/2018,6.9756
CNY,11/01/2018,6.9233
CNY,11/02/2018,6.8907
CNY,11/05/2018,6.9257
CNY,11/06/2018,6.9195
CNY,11/07/2018,6.9200
CNY,11/08/2018,6.9345
CNY,11/09/2018,6.9567
CNY,11/12/2018,6.9635
CNY,11/13/2018,6.9560
CNY,11/14/2018,6.9505
CNY,11/15/2018,6.9392
CNY,11/16/2018,6.9380
CNY,11/19/2018,6.9420
CNY,11/20/2018,6.9452
CNY,11/21/2018,6.9270
CNY,11/22/2018,6.9320
CNY,11/23/2018,6.9485
CNY,11/26/2018,6.9407
CNY,11/27/2018,6.9515
CNY,11/28/2018,6.9539
CNY,11/29/2018,6.9425
CNY,11/30/2018,6.9605
CNY,12/03/2018,6.8831
CNY,12/04/2018,6.8373
CNY,12/05/2018,6.8567
CNY,12/06/2018,6.8827
CNY,12/07/2018,6.8757
CNY,12/10/2018,6.9117
CNY,12/11/2018,6.9000
CNY,12/12/2018,6.8800
CNY,12/13/2018,6.8816
CNY,12/14/2018,6.9077
CNY,12/17/2018,6.8972
CNY,12/18/2018,6.8951
CNY,12/19/2018,6.8922
CNY,12/20/2018,6.8851
CNY,12/21/2018,6.9065
CNY,12/24/2018,6.8991
CNY,12/25/2018,6.8872
CNY,12/26/2018,6.8854
CNY,12/27/2018,6.8663
CNY,12/28/2018,6.8785
CNY,12/31/2018,6.8785
CNY,01/01/2019,6.8785
CNY,01/02/2019,6.8620
CNY,01/03/2019,6.8720
CNY,01/04/2019,6.8692
CNY,01/07/2019,6.8510
CNY,01/08/2019,6.8532
CNY,01/09/2019,6.8165
CNY,01/10/2019,6.7885
CNY,01/11/2019,6.7630
CNY,01/14/2019,6.7681
CNY,01/15/2019,6.7610
CNY,01/16/2019,6.7568
CNY,01/17/2019,6.7764
CNY,01/18/2019,6.7790
CNY,01/21/2019,6.7980
CNY,01/22/2019,6.8080
CNY,01/23/2019,6.7920
CNY,01/24/2019,6.7885
CNY,01/25/2019,6.7472
CNY,01/28/2019,6.7453
CNY,01/29/2019,6.7329
CNY,01/30/2019,6.7165
CNY,01/31/2019,6.7008
CNY,02/01/2019,6.7448
CNY,02/04/2019,6.7448
CNY,02/05/2019,6.7448
CNY,02/06/2019,6.7448
CNY,02/07/2019,6.7448
CNY,02/08/2019,6.7448
CNY,02/11/2019,6.7923
CNY,02/12/2019,6.7740
CNY,02/13/2019,6.7604
CNY,02/14/2019,6.7721
CNY,02/15/2019,6.7730
CNY,02/18/2019,6.7667
CNY,02/19/2019,6.7587
CNY,02/20/2019,6.7212
CNY,02/21/2019,6.7197
CNY,02/22/2019,6.7142
CNY,02/25/2019,6.6894
CNY,02/26/2019,6.7002
CNY,02/27/2019,6.6872
CNY,02/28/2019,6.6942
CNY,03/01/2019,6.7064
CNY,03/04/2019,6.7073
CNY,03/05/2019,6.7076
CNY,03/06/2019,6.7119
CNY,03/07/2019,6.7149
CNY,03/08/2019,6.7216
CNY,03/11/2019,6.7265
CNY,03/12/2019,6.7085
CNY,03/13/2019,6.7071
CNY,03/14/2019,6.7230
CNY,03/15/2019,6.7138
CNY,03/18/2019,6.7131
CNY,03/19/2019,6.7119
CNY,03/20/2019,6.6946
CNY,03/21/2019,6.6992
CNY,03/22/2019,6.7181
CNY,03/25/2019,6.7094
CNY,03/26/2019,6.7157
CNY,03/27/2019,6.7271
CNY,03/28/2019,6.7391
CNY,03/29/2019,6.7120
CNY,04/01/2019,6.7115
CNY,04/02/2019,6.7233
CNY,04/03/2019,6.7114
CNY,04/04/2019,6.7174
CNY,04/05/2019,6.7190
CNY,04/08/2019,6.7164
CNY,04/09/2019,6.7119
CNY,04/10/2019,6.7159
CNY,04/11/2019,6.7194
CNY,04/12/2019,6.7044
CNY,04/15/2019,6.7087
CNY,04/16/2019,6.7121
CNY,04/17/2019,6.6882
CNY,04/18/2019,6.7090
CNY,04/19/2019,6.7042
CNY,04/22/2019,6.7120
CNY,04/23/2019,6.7259
CNY,04/24/2019,6.7219
CNY,04/25/2019,6.7431
CNY,04/26/2019,6.7298
CNY,04/29/2019,6.7336
CNY,04/30/2019,6.7349
CNY,05/01/2019,6.7349
CNY,05/02/2019,6.7346
CNY,05/03/2019,6.7346
CNY,05/06/2019,6.7645
CNY,05/07/2019,6.7769
CNY,05/08/2019,6.7828
CNY,05/09/2019,6.8274
CNY,05/10/2019,6.8240
CNY,05/13/2019,6.8784
CNY,05/14/2019,6.8760
CNY,05/15/2019,6.8761
CNY,05/16/2019,6.8838
CNY,05/17/2019,6.9186
CNY,05/20/2019,6.9123
CNY,05/21/2019,6.9023
CNY,05/22/2019,6.9064
CNY,05/23/2019,6.9105
CNY,05/24/2019,6.9002
CNY,05/27/2019,6.8979
CNY,05/28/2019,6.9101
CNY,05/29/2019,6.9145
CNY,05/30/2019,6.9019
CNY,05/31/2019,6.9050
CNY,06/03/2019,6.9038
CNY,06/04/2019,6.9083
CNY,06/05/2019,6.9091
CNY,06/06/2019,6.9097
CNY,06/07/2019,6.9097
CNY,06/10/2019,6.9310
CNY,06/11/2019,6.9114
CNY,06/12/2019,6.9177
CNY,06/13/2019,6.9216
CNY,06/14/2019,6.9255
CNY,06/17/2019,6.9258
CNY,06/18/2019,6.9032
CNY,06/19/2019,6.9036
CNY,06/20/2019,6.8520
CNY,06/21/2019,6.8700
CNY,06/24/2019,6.8770
CNY,06/25/2019,6.8798
CNY,06/26/2019,6.8800
CNY,06/27/2019,6.8771
CNY,06/28/2019,6.8668
CNY,07/01/2019,6.8517
CNY,07/02/2019,6.8729
CNY,07/03/2019,6.8811
CNY,07/04/2019,6.8715
CNY,07/05/2019,6.8936
CNY,07/08/2019,6.8819
CNY,07/09/2019,6.8880
CNY,07/10/2019,6.8729
CNY,07/11/2019,6.8702
CNY,07/12/2019,6.8808
CNY,07/15/2019,6.8777
CNY,07/16/2019,6.8763
CNY,07/17/2019,6.8736
CNY,07/18/2019,6.8801
CNY,07/19/2019,6.8821
CNY,07/22/2019,6.8811
CNY,07/23/2019,6.8792
CNY,07/24/2019,6.8725
CNY,07/25/2019,6.8726
CNY,07/26/2019,6.8792
CNY,07/29/2019,6.8934
CNY,07/30/2019,6.8845
CNY,07/31/2019,6.8841
CNY,08/01/2019,6.8986
CNY,08/02/2019,6.9405
CNY,08/05/2019,7.0508
CNY,08/06/2019,7.0265
CNY,08/07/2019,7.0602
CNY,08/08/2019,7.0451
CNY,08/09/2019,7.0624
CNY,08/12/2019,7.0582
CNY,08/13/2019,7.0435
CNY,08/14/2019,7.0244
CNY,08/15/2019,7.0340
CNY,08/16/2019,7.0428
CNY,08/19/2019,7.0507
CNY,08/20/2019,7.0605
CNY,08/21/2019,7.0632
CNY,08/22/2019,7.0837
CNY,08/23/2019,7.0960
CNY,08/26/2019,7.1512
CNY,08/27/2019,7.1623
CNY,08/28/2019,7.1653
CNY,08/29/2019,7.1445
CNY,08/30/2019,7.1568
CNY,09/02/2019,7.1719
CNY,09/03/2019,7.1789
CNY,09/04/2019,7.1460
CNY,09/05/2019,7.1485
CNY,09/06/2019,7.1157
CNY,09/09/2019,7.1220
CNY,09/10/2019,7.1127
CNY,09/11/2019,7.1167
CNY,09/12/2019,7.0793
CNY,09/13/2019,7.0794
CNY,09/16/2019,7.0674
CNY,09/17/2019,7.0918
CNY,09/18/2019,7.0860
